ref,cote,titre,contenu,analyse_diplomatique,date
00386,0776/CJ,CONVENTION DE STAGE N° 10/1097 DU 15 JUILLET 2010 : SONABHY ET SOURA ABDOULAYE,"FINANCE, COMPTABILITE, SOURA ABDOULAYE, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 15 JUILLET 2010, DATE;: 15 JUILLET 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00387,0777/CJ,CONVENTION DE STAGE N°10/1098  DU 15 JUILLET 2010 : SONABHY ET BARRY AISSA CLOTILDE,"ECONOMIE, GESTION, BARRY AISSA CLOTILDE, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 15 JUILLET 2010, DATE;: 15 JUILLET 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00388,0778/CJ,CONVENTION DE STAGE N° 10/1101 DU 16 JUILLET 2010 : SONABHY ET YADGO CEDRIC SERGE,"INFORMATIQUE, YADGO CEDRIC SERGE, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 16 JUILLET 2010, DATE;: 16 JUILLET 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00389,0779/CJ,CONVENTION DE STAGE N° 10/1133 DU 23 JUILLET 2010 : SONABHY ET ZIDA YVETTE MELISSA WEND KUNI,"COMPTABILITE, ZIDA YVETTE MELISSA WEND KUNI, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 23 JUILLET 2010, DATE;: 23 JUILLET 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00390,0780/CJ,CONVENTION DE STAGE N° 10/1147 DU 28 JUILLET 2010 : SONABHY ET KAMBIRE SONIA,"COMPTABILITE, KAMBIRE SONIA, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 28 JUILLET 2010, DATE;: 28 JUILLET 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00391,0781/CJ,CONVENTION DE STAGE N°10/1183 DU 02 AOUT 2010 : SONABHY ET YAMEOGO CLOTILDE VIOLETTE,"FINANCE, COMPTABILITE, YAMEOGO CLOTILDE VIOLETTE, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 02 AOUT 2010, DATE;: 02 AOUT 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00392,0782/CJ,CONVENTION DE STAGE N°10/1184 DU 03 AOUT 2010 EN GESTION DES RESSOURCES HUMAINES : SONABHY ET DIALLO ANNATOU,"GESTION DES RESSOURCES HUMAINES, DIALLO ANNATOU, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 03 AOUT 2010, DATE;: 03 AOUT 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00393,0783/CJ,CONVENTION DE STAGE N° 10/1212 DU 06 AOUT 2010 : SONABHY ET SAVADOGO SOULEYMANE,"TRANSIT, LOGISTIQUE, SAVADOGO SOULEYMANE, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 06 AOUT 2010, DATE;: 06 AOUT 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00394,0784/CJ,CONVENTION DE STAGE N° 10/1229 DU 12 AOUT 2010 : SONABHY ET ZOUNGRANA LAMOUSSA MARCELINE,"GESTION COMMERCIALE, ZOUNGRANA LAMOUSSA MARCELINE, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 12 AOUT 2010, DATE;: 12 AOUT 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00395,0785/CJ,CONVENTION DE STAGE N°10/1284  DU 23 AOUT 2010 : SONABHY ET YAMEOGO T. JOSIANE,"COMPTABILITE, YAMEOGO T. JOSIANE, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 23 AOUT 2010, DATE;: 23 AOUT 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00396,0786/CJ,CONVENTION DE STAGE N°10/1438 DU 14 SEPTEMBRE 2010 : SONABHY ET DABRE W. PASCAL,"TRANSIT, DABRE W. PASCAL, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 14  SEPTEMBRE 2010, DATE;: 14 SEPTEMBRE 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00397,0787/CJ,CONVENTION DE STAGE N° 10/1493 DU 21 SEPTEMBRE 2010 : SONABHY ET COMPAORE Y. LAURENTINE,"GESTION, COMPAORE Y. LAURENTINE, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 21 SEPTEMBRE 2010, DATE;: 21 SEPTEMBRE 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00398,0788/CJ,CONVENTION DE STAGE N° 10/1501 DU 22 SEPTEMBRE 2010 : SONABHY ET OUEDRAOGO WILFRIED K. C. O.,"INFORMATIQUE, RESEAU, WIMAX, OUEDRAOGO WILFRIED K. C. O., STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 22 SEPTEMBRE 2010, DATE;: 22 SEPTEMBRE 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00399,0789/CJ,CONVENTION DE STAGE N°10/1683  DU 19 OCTOBRE 2010 : SONABHY ET OUEDRAOGO EVELYNE,"GESTION COMMERCIALE, OUEDRAOGO EVELYNE, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 19 OCTOBRE 2010, DATE;: 19 OCTOBRE 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00400,0790/CJ,CONVENTION DE STAGE N° 10/1694 DU 20 OCTOBRE 2010 : SONABHY ET BOUDA KROTIMOU,"COMPTABILITE, BOUDA KROTIMOU, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 20 OCTOBRE 2010, DATE;: 20 OCTOBRE 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00401,0791/CJ,CONVENTION DE STAGE N° 10/1704 DU 26 OCTOBRE 2010 : SONABHY ET LAMIZANA CLARISSE CAROLLE,"GESTION, STOCK, LAMIZANA CLARISSE CAROLLE, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 26 OCTOBRE 2010, DATE;: 26 OCTOBRE 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00402,0792/CJ,CONVENTION DE STAGE N°10/1712  DU 26 OCTOBRE 2010 EN COMPTABILITE : SONABHY ET OUEDRAOGO AFISSETOU,"COMPTABILITE, OUEDRAOGO AFISSETOU, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 26 OCTOBRE 2010, DATE;: 26 OCTOBRE 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00403,0793/CJ,CONVENTION DE STAGE N°10/1780 DU 11 NOVEMBRE 2010 : SONABHY ET SAWADOGO S. SYLVESTRE,"POLITIQUE ECONOMIQUE, SAWADOGO S. SYLVESTRE, STAGE, SONABHY","(CONTRAT) DATE EXTREME  : 11 NOVEMBRE 2010, DATE;: 11 NOVEMBRE 2010 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00404,0794/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°12/111 DU 18 SEPTEMBRE 2012 : SONABHY ET MADOU TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, MADOU TRANSPORT","(CONTRAT) DATE EXTREME  : 18 SEPTEMBRE 2012, DATE;: 18 SEPTEMBRE 2012 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00405,"2012/041, 2012/042, 2012/043 DU 05 JUILLET 2012 :","CONTRATS D'ENTRETIEN DES PHOTOCOPIEURS N°2012/040, SONABHY ET CFAO TECHNOLOGIES","ENTRETIEN, PHOTOCOPIEUR, SONABHY, CFAO TECHNOLOGIES","(CONTRAT) DATE EXTREME  : 05 JUILLET 2012, DATE;: 05 JUILLET 2012 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00406,0796/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS N°13/059 DU 15 MAI 2013  + CONTRAT N°13/092 DU 02 AOUT 2013 + AVENANT N°14/0099 ET N°14/0098  DU 15 JUILLET 2014 + CONTRAT N°15/0209 DU 14 AVRIL 2015 + CONTRAT N°15/0210 DU 15/04/2015 + CONTRAT N°15/0211 DU 15/04/2015  : SONABHY ET ADDAX ENERGY,"VENTE, PRODUIT PETROLIER, SONABHY, ADDAX ENERGY","(CONTRAT, AVENANT) DATE EXTREME  : 2013 -2015, 2013-2015 OBSERVATIONS  : 7 PIECES PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00407,0797/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°12/125 DU 27 SEPTEMBRE 2012 + CONTRAT N°15/282 DU 15 JUILLET 2015 + AVENANT N°17/0210 DU 28 AVRIL 2017: SONABHY ET KOUAMA RICHARD (SOTRAKOR),"TRANSPORT, PRODUIT PETROLIER, SONABHY, KOUAMA RICHARD, SOTRAKOR","(CONTRAT, AVENANT) DATE EXTREME  : 2012, 2015, 2017, 201220152017 OBSERVATIONS  : 3 PIECES PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00408,0798/CJ,,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GANSORE ELOI","(CONTRAT) DATE EXTREME  : 2006, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00409,0799/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°12/128 DU 08 OCTOBRE 2012 + CONTRAT DE VENTE N°14/0210 DU 26 DECEMBRE 2014 : SONABHY ET PETRO MONDE,"FOURNITURE, VENTE, PRODUIT PETROLIER, SONABHY, PETRO MONDE","(CONTRAT) DATE EXTREME  : 2012, 2014, 20122014 OBSERVATIONS  : 2 PIECES PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00410,0800/CJ,"JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS ""PETROLIERS ; CONTRAT N°18/0370 DU 14 MARS 2018 :"" SONABHY ET TAPSOBA BOUBACAR","TRANSPORT, PRODUIT PETROLIER, SONABHY, TAPSOBA BOUBACAR","(CONTRAT) DATE EXTREME  : 2018, OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2018
00411,0801/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUIT PETROLIER : CONTRAT DU 27 FEVRIER 2009 : SONABHY ET IDANI OUMAROU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, IDANI OUMAROU","(CONTRAT) DATE EXTREME  : 2009, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00412,0802/CJ,AVENANT N°12/124 DU 27 SEPTEMBRE 2012 AU CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET CORAM,"AVENANT, TRANSPORT, PRODUIT PETROLIER, SONABHY, CORAM","(CONTRAT) DATE EXTREME  : 27 SEPTEMBRE 2012, DATE;: 27 SEPTEMBRE 2012 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00413,0803/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°12/127 DU 08 OCTOBRE 2012 + AVENANT AU TRANSPORT DE PRODUITS PETROLIERS + AVENANT N°16/0521 DU 24 NOVEMBRE 2016 + CONTRAT N°17/0135 DU 03 MARS 2017 + CONTRAT DE VENTE N°17/0591 DU 28 DECEMBRE 2017 + CONTRAT N°18/0234 DU 26 FEVRIER 2018 + CONTRAT N°18/0412 11 AVRIL 2018 : SONABHY ET RADA PETROLIER,"FOURNITURE, TRANSPORT, PRODUIT PETROLIER, SONABHY, RADA PETROLIER","(CONTRAT, AVENANT) DATE EXTREME  : 2012, 2016-2018, 2012201620172018 OBSERVATIONS  : 6 PIECES PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00414,0804/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°12/131 DU 12 OCTOBRE 2012 : SONABHY ET SOFARY,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOFARY","(CONTRAT) DATE EXTREME  : 12 OCTOBRE 2012, DATE;: 12 OCTOBRE 2012 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00415,0805/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°12/147 DU 07 NOVEMBRE 2012 + CONTRAT N°15/0049 DU 16/02/2015 : SONABHY ET ENTREPRISE BELCO,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ENTREPRISE BELCO","(CONTRAT) DATE EXTREME  : 2012, 2015, 20122015 OBSERVATIONS  : 2 PIECES PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00416,0806/CJ,AVENANT N°12/109 DU 18 SEPTEMBRE 2012 AU CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°12/077 : SONABHY ET SOBUCOS,"AVENANT, TRANSPORT, PRODUIT PETROLIER, SONABHY, SOBUCOS","(CONTRAT) DATE EXTREME  : 18 SEPTEMBRE 2012, DATE;: 18 SEPTEMBRE 2012 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00417,0807/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°12/149 DU 15 NOVEMBRE 2012 : SONABHY ET ENERLEC,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ENERLEC","(CONTRAT) DATE EXTREME  : 15 NOVEMBRE 2012, DATE;: 15 NOVEMBRE 2012 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00418,0808/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT DU 12 JUIN 2006 : SONABHY ET OUEDRAOGO ANDRE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO ANDRE","(CONTRAT) DATE EXTREME  : 2006, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00419,0809/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°12/113 DU 18 SEPTEMBRE 2012 + CONTRAT DE VENTE N° 14/0186 DU 22-12-2014 + CONTRAT N°15/0265 26 MAI 2015: SONABHY ET SOBUCOP,"TRANSPORT, VENTE, PRODUIT PETROLIER, SONABHY, SOBUCOP","(CONTRAT) DATE EXTREME  : 2012, 2014-2015, 20122015 OBSERVATIONS  : 2 PIECES PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00420,0810/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°12/115 DU 18 SEPTEMBRE 2012 + CONTRAT N°15/0233 DU 11 MAI 2015 : SONABHY ET SPID TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SPID TRANSPORT","(CONTRAT) DATE EXTREME  : 2012, 2015, 20122015 OBSERVATIONS  : 2 PIECES PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00421,0811/CJ,JURIDICTION ET CONTENTIEUX : CONVENTION DE DECOUVERT AUTORISE DU 24 FEVRIER 2015 : SONABHY ET BCB,"DECOUVERT AUTORISE, CONVENTION, FACTURATION, FOURNISSEUR, SONABHY, BCB","(CONTRAT) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
00422,0812/CJ,AVENANT N°12/143 DU 02 NOVEMBRE 2012 AU CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET DEMBA TRAORE,"AVENANT, TRANSPORT, PRODUIT PETROLIER, SONABHY, TRAORE DEMBA","(CONTRAT) DATE EXTREME  : 02 NOVEMBRE 2012, DATE;: 02 NOVEMBRE 2012 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00423,0813/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°12/146 DU 07 NOVEMBRE 2012 : SONABHY ET SEDHY-FASO,"FOURNITURE, PRODUIT PETROLIER, SONABHY, SEDHY FASO","(CONTRAT) DATE EXTREME  : 07 NOVEMBRE 2012, DATE;: 07 NOVEMBRE 2012 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00424,0814/CJ,AVENANT N°12/116 DU 18 SEPTEMBRE 2012 AU CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET CLEAN & NET SERVICES,"AVENANT, TRANSPORT, PRODUIT PETROLIER, SONABHY, CLEAN ET NET SERVICES","(CONTRAT) DATE EXTREME  : 18 SEPTEMBRE 2012, DATE;: 18 SEPTEMBRE 2012 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00425,0815/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS N°12/153 DU 21 NOVEMBRE 2012 : SONABHY ET PERSOIL,"VENTE, PRODUIT PETROLIER, SONABHY, PERSOIL","(CONTRAT) DATE EXTREME  : 21 NOVEMBRE 2012, DATE;: 21 NOVEMBRE 2012 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00426,0091/GCR,COURRIER ARRIVEE A LA DCG,"COURRIER ARRIVEE, CONTROLE DE GESTION",(CORRESPONDANCE) JANVIER 2010 OBSERVATIONS  : 1 PIECES SORT FINAL : ELIMINATION,
00427,0091/GCR,LETTRE DEPART AOUT 2011,"LETTRE DEPART, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 159 PIECES SORT FINAL : ELIMINATION,2011
00428,0092/GCR,LETTRE DEPART SEPTEMBRE 2011,"LETTRE DEPART, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 188 PIECES SORT FINAL : ELIMINATION,2011
00429,0093/GCR,LETTRE DEPART OCTOBRE 2011,"LETTRE DEPART, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 122 PIECES SORT FINAL : ELIMINATION,2011
00430,0094/GCR,LETTRE DEPART NOVEMBRE 2011,"LETTRE DEPART, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 190 PIECES SORT FINAL : ELIMINATION,2011
00431,0095/GCR,LETTRE DEPART DECEMBRE 2011,"LETTRE DEPART, DIRECTION GENERALE",(CORRESPONDANCE) AVRIL 2010 OBSERVATIONS  : 863 PIECES SORT FINAL : ELIMINATION,
00432,0096/GCR,COURRIER INTERNE JANVIER 2011,"COURRIER INTERNE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 36 PIECES SORT FINAL : ELIMINATION,2011
00433,0097/GCR,COURRIER INTERNE FEVRIER 2011,"COURRIER INTERNE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 460 PIECES SORT FINAL : ELIMINATION,2011
00434,0098/GCR,COURRIER INTERNE MARS 2011,"COURRIER INTERNE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 45 PIECES SORT FINAL : ELIMINATION,2011
00435,0099/GCR,COURRIER INTERNE AVRIL 2011,"COURRIER INTERNE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 34 PIECES SORT FINAL : ELIMINATION,2011
00436,0100/GCR,COURRIER INTERNE MAI 2011,"COURRIER INTERNE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 40 PIECES SORT FINAL : ELIMINATION,2011
00437,0101/GCR,COURRIER INTERNE JUIN 2011,"COURRIER INTERNE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 31 PIECES SORT FINAL : ELIMINATION,2011
00438,0102/GCR,COURRIER INTERNE 2011,"COURRIER INTERNE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 36 PIECES SORT FINAL : ELIMINATION,2011
00439,0103/GCR,COURRIER INTERNE AOUT 2011,"COURRIER INTERNE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 44 PIECES SORT FINAL : ELIMINATION,2011
00440,0104/GCR,COURRIER INTERNE SEPTEMBRE 2011,"COURRIER INTERNE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 33 PIECES SORT FINAL : ELIMINATION,2011
00441,0105/GCR,COURRIER INTERNE OCTOBRE 2011,"COURRIER INTERNE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 29 PIECES SORT FINAL : ELIMINATION,2011
00442,0106/GCR,COURRIER INTERNE NOVEMBRE 2011,"COURRIER INTERNE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 25 PIECES SORT FINAL : ELIMINATION,2011
00443,0107/GCR,COURRIER INTERNE DECEMBRE 2011,"COURRIER INTERNE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 29 PIECES SORT FINAL : ELIMINATION,2011
00444,0108/GCR,NOTE DE SERVICE JANVIER 2011,"NOTE DE SERVICE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 53 PIECES SORT FINAL : ELIMINATION,2011
00445,0109/GCR,NOTE DE SERVICE FEVRIER 2011,"NOTE DE SERVICE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 36 PIECES SORT FINAL : ELIMINATION,2011
00446,0110/GCR,NOTE DE SERVICE MARS 2011,"NOTE DE SERVICE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 43 PIECES SORT FINAL : ELIMINATION,2011
00447,0111/GCR,NOTE DE SERVICE AVRIL 2011,"NOTE DE SERVICE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 29 PIECES SORT FINAL : ELIMINATION,2011
00448,0112/GCR,NOTE DE SERVICE MAI 2011,"NOTE DE SERVICE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 85 PIECES SORT FINAL : ELIMINATION,2011
00449,0113/GCR,NOTE DE SERVICE JUIN 2011,"NOTE DE SERVICE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 62 PIECES SORT FINAL : ELIMINATION,2011
00450,0114/GCR,NOTE DE SERVICE JUILLET 2011,"NOTE DE SERVICE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 34 PIECES SORT FINAL : ELIMINATION,2011
00451,0115/GCR,NOTE DE SERVICE AOUT 2011,"NOTE DE SERVICE, DIRECTION GENERALE",(CORRESPONDANCE) OBSERVATIONS  : 42 PIECES SORT FINAL : ELIMINATION,2011
00452,0001/ACG,TRAITEMENT DES FACTURES DE 2010 PAR LA DCG: SONAR,"FACTURATION, CONTROLE DE GESTION, SONAR",(FACTURE) OBSERVATIONS  : 1 PIECE,2010
00453,0002/ACG,TRAITEMENT DES FACTURES DE 2010 PAR LA DCG: STSL,"FACTURATION, CONTROLE DE GESTION, STLS",(FACTURE) AOUT-SEPTEMBRE 2011 OBSERVATIONS  : 14 PIECE,
00454,0003/ACG,TRAITEMENT DES FACTURES DE 2010 PAR LA DCG: CBC 2010-2011,"FACTURATION, CONTROLE DE GESTION, CBC",(FACTURE) 2010-2011 OBSERVATIONS  : 27 PIECE,
00455,0004/ACG,TRAITEMENT DES FACTURES DE 2010 PAR LA DCG: MIO JUILLET 2011,"FACTURATION, CONTROLE DE GESTION, MIO",(FACTURE) JUILLET 2011 OBSERVATIONS  : 1 PIECE,
00456,0005/ACG,TRAITEMENT DES FACTURES DE 2010 PAR LA DCG: IGEMA AFRIQUE JUILLET 2011,"FACTURATION, CONTROLE DE GESTION, IGEMA AFRIQUE",(FACTURE) JUILLET 2011 OBSERVATIONS  : 2 PIECES,
00457,0006/ACG,TRAITEMENT DES FACTURES DE 2010 PAR LA DCG DU MOIS D'AOUT 2011:TRANSCOM-IES,"FACTURATION, CONTROLE DE GESTION, TRANSCOM-IES",(FACTURE) AOUT 2011 OBSERVATIONS  : 15 PIECES,
00458,0007/ACG,TRAITEMENT DES FACTURES  PAR LA DCG DE 2010:SDV,"FACTURATION, CONTROLE DE GESTION, SDV",(FACTURE) OBSERVATIONS  : 2 PIECES,2010
00459,0008/ACG,TRAITEMENT DES FACTURES  PAR LA DCG DE 2010-2011:IFP TRAINING,"FACTURATION, CONTROLE DE GESTION, IFP TRAINING",(FACTURE) 2010-2011 OBSERVATIONS  : 8 PIECES,
00460,0009/ACG,TRAITEMENT DES FACTURES  PAR LA DCG DE 2010-2011:COCITAM,"FACTURATION, CONTROLE DE GESTION, COCITAM",(FACTURE) 2010-2011 OBSERVATIONS  : 1 PIECES,
00461,0010/ACG,TRAITEMENT DES FACTURES  PAR LA DCG DU MOIS D'AVRIL 2010 CNLF,"FACTURATION, CONTROLE DE GESTION, CNLF",(FACTURE) AVRIL 2010 OBSERVATIONS  : 2 PIECES,
00462,0011/ACG,TRAITEMENT DES FACTURES  PAR LA DCG DU MOIS DE DECMBRE 2010:BURKINA ET SHELL,"FACTURATION, CONTROLE DE GESTION, BURKINA SHELL",(FACTURE) DECEMBRE 2010 OBSERVATIONS  : 2 PIECES,
00463,0012/ACG,TRAITEMENT DES FACTURES  PAR LA DCG D'OCTOBRE 2010:TAXES INFORMATIQUES: ECODIS,"FACTURATION, CONTROLE DE GESTION, ECODIS",(FACTURE) OCTOBRE 2010 OBSERVATIONS  : 1 PIECES,
00464,0013/ACG,TRAITEMENT DES FACTURES  PAR LA DCG DE DECEMBRE 2010:SIRAGA,"FACTURATION, CONTROLE DE GESTION, SIRAGA",(FACTURE) DECEMBRE 2010 OBSERVATIONS  : 1 PIECES,
00465,0014/ACG,TRAITEMENT DES FACTURES  PAR LA DCG DE 2011:EERI-BF,"FACTURATION, CONTROLE DE GESTION, EERI-BF",(FACTURE) OBSERVATIONS  : 2 PIECES,2011
00466,0015/ACG,TRAITEMENT DES FACTURES  PAR LA DCG DE 2010-2011:STSL,"FACTURATION, CONTROLE DE GESTION, STSL",(FACTURE) 2010-2011 OBSERVATIONS  : 104 PIECES,
00467,0016/ACG,TRAITEMENT DES FACTURES  PAR LA DCG DE 2010-2011:GESTOCI,"FACTURATION, CONTROLE DE GESTION, GESTOCI",(FACTURE) 2010-2011 OBSERVATIONS  : 65 PIECES,
