cote_rangement,titre,dates_extremes,niveau_description,importance_materielle,provenance_ou_processus,initial_processus,mots_cles_matieres,analyse_diplomatique,date_versement,date_enregistrement,passage_ged,duree_utilite_admin,sort_final,notes
 0061/FRP," VENTE DE PRODUITS PETROLIERS : RELEVE FACTURE SONABEL:20007001-20007002,20007080-20007084,20007 497-20007500,20007507-20007508,20007589-20007590, 20007750-20007755,20007904-20007915", 2020, DOSSIER, 32 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  SONABEL", BON D ENLEVEMENT, 12-01-2022, 05-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0062/FRP," VENTE DE PRODUITS PETROLIERS : RELEVES DES FACTURES SONABEL : 20008089-20008095, 20008213-20008215, 20008374-20008378, 20008463-20008466, 20008599-20008601, 20008606, 20008697-20008701, 20008703-20008788", 2020, DOSSIER, 33 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER,  SONABEL", BON DE LIVRAISON, 12-01-2022, 12-12-2023,, 10 ANS, DESTRUCTION,
 0063/FRP," VENTE DE PRODUITS PETROLIERS : RELEVE FACTURE SONABEL:20009051-20009057,20009060-20009303,20009 305,20009307,200094013-20009417,20009988-20009995", 2020, DOSSIER, 42 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  SONABEL", BON D ENLEVEMENT, 12-01-2022, 05-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0064/FRP," VENTE DE PRODUITS PETROLIERS : RELEVE FACTURE SONABEL:20010161-20010165,200101499-20010500,2001 0504-20010505,20010505,20010509-20010510,20010664 -20010667,20010775", 2020, DOSSIER, 16 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  SONABEL", BON D ENLEVEMENT, 12-01-2022, 05-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0065/FRP," VENTE DE PRODUITS PETROLIERS : RELEVE FACTURE SONABEL:20011021-20011037,20011104-20011109,20011 514-20011518,20011958-20011967,20011971-20011972", 2020, DOSSIER, 25 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  SONABEL", BON D ENLEVEMENT, 12-01-2022, 05-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0066/FRP," VENTE DE PRODUITS PETROLIERS : RELEVE FACTURE SONABEL:20012043,20012079-20012084,20012155-20012 399,20012402-20012405,20012508,20012925,20012927, 20012930,20012958", 2020, DOSSIER, 20 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  SONABEL", BON D ENLEVEMENT, 12-01-2022, 05-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0067/FRP," VENTE DE PRODUITS PETROLIERS : RELEVE FACTURE SONABEL:20013305-20013308,20013407-20013408,20013684-20013690", 2020, DOSSIER, 13 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  SONABEL", BON D ENLEVEMENT, 12-01-2022, 05-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0069/FRP," VENTE DE PRODUITS PETROLIERS : RELEVE FACTURE SONABEL:20015052-20015053,20015396,20015474-20015 475,20015781,20015851-20015854,20015862-20015863, 20015884-20015885", 2020, DOSSIER, 13 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  SONABEL", BON D ENLEVEMENT, 12-01-2022, 05-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0070/FRP," VENTE DE PRODUITS PETROLIERS : RELEVE FACTURE SONABEL:20016133-20016137,20016682-20016683,20016 716-20016719,20016725,20016979-20016984", 2020, DOSSIER, 14 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  SONABEL", BON D ENLEVEMENT, 12-01-2022, 05-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0071/FRP," VENTE DE PRODUITS PETROLIERS : RELEVE FACTURE SONABEL:20017062-20017063,20017617-20017625,20017 703-20017707,20017794,20017814,20017902-20017905", 2020, DOSSIER, 23 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  SONABEL", BON D ENLEVEMENT, 12-01-2022, 05-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0072/FRP," VENTE DE PRODUITS PETROLIERS : RELEVES DES FACTURES SONABEL: 20018157, 20018801-20018803, 2001808-20018811", 2020, DOSSIER, 08 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER,  SONABEL", BON LIVRAISON, 12-01-2022,,, 10 ANS, DESTRUCTION,
 0073/FRP," VENTE DE PRODUITS PETROLIERS : RELEVE FACTURE SONABEL:20019331-20019334,20019337,20019339-20019 340,20019579-20019582,20019654-20019655,20019658, 20019735-20019738,20019600-20019602,20019977-20019978", 2020, DOSSIER, 23 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  SONABEL", BON D ENLEVEMENT, 12-01-2022, 05-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0074/FRP," VENTE DE PRODUITS PETROLIERS : RELEVE FACTURE SONABEL:20020237-20020246,20020591-20020598", 2020, DOSSIER, 18 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  SONABEL", BON D ENLEVEMENT, 12-01-2022, 05-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0075/FRP," VENTE DE PRODUITS PETROLIERS : RELEVES DES FACTURES SONABEL : 20021051-20021052, 20021067, 20021069-20021125", 2020, DOSSIER, 07 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER,  SONABEL", BON DE LIVRAISON, 12-01-2022, 12-12-2023,, 10 ANS, DESTRUCTION,
 0076/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAG, JANVIER 2021, DOSSIER, 35 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION,
 0077/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAG, FEVRIER 2021, DOSSIER, 24 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0078/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, FEVRIER 2021, DOSSIER, 22 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0079/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, AVRIL2021, DOSSIER, 20 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0080/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, MAI 2021, DOSSIER, 22 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0081/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, JUIN 2021, DOSSIER, 14 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0082/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, JUILLET 2021, DOSSIER, 27 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0083/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, AOUT 2021, DOSSIER, 29 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0084/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, SEMPTEMBRE 2021, DOSSIER, 31 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0085/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, OCTOBRE 2021, DOSSIER, 29 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0086/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, NOVEMBRE 2021, DOSSIER, 20 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0087/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, DECEMBRE 2021, DOSSIER, 28 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0088/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, JANVIER 2022, DOSSIER, 30 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0089/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, FEVRIER 2022, DOSSIER, 25 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0090/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, MARS 2022, DOSSIER, 26 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0091/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, AVRIL 2022, DOSSIER, 36 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0092/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, MAI 2022, DOSSIER, 19 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0093/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, JUIN 2022, DOSSIER, 31PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0094/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, JUILLET 2022, DOSSIER, 39 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0095/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, AOUT 2022, DOSSIER, 28 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0096/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, SEPTEMBRE 2022, DOSSIER, 23 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0097/FRP, VENTE DE PRODUITS PETROLIERS :BORDEREAU D ENVOIE DES ETATS RECAPITULATIF DES SORTIES GAZ, OCTOBRE 2022, DOSSIER, 23 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," SORTIE,  GAZ BUTANE,  VENTE,  PRODUIT PETROLIER,  DCM.", ETAT RECAPITULATIF, 13 -01-2023, 05-10-2023, DOCUCOM, 10 ANS, CONSERVATION, FOND DE LA DCM TRANSFERE PAR MADAME GUINKO SAMIRA.BN 502
 0098/FRP, VENTE DE PRODUITS PETROLIERS :DROITURE SONABEL BOBO:ETAT DES BORDEREAUX DE LIVRAISONS EMIS, JANVIER 2016, DOSSIER, 02 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  DROITURE,  SONABEL,  VENTE,  PRODUIT PETROLIER.", BORDEREAU DE LIVRAISON, 12 -01-2022, 06-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0099/FRP, VENTE DE PRODUITS PETROLIERS :RECU DE CAISSE, 2015, DOSSIER, 27 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  SONABEL,  VENTE,  PRODUIT PETROLIER", BORDEREAU DE LIVRAISON, 12 -01-2022, 06-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0100/FRP, VENTE DE PRODUITS PETROLIERS : NOTES DE CREDIT ET NOTES DE DEBIT DE LA SONABEL, 2015, DOSSIER, 43 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  CREDIT,  DEBIT,  SONABEL,  VENTE,  PRODUIT PETROLIER", FACTURE, 12-01-2022, 12-12-2023,, 10 ANS, DESTRUCTION,
 0101/FRP, VENTE DE PRODUITS PETROLIERS :DROITURE SONABEL BOBO:ETAT DES BORDEREAUX DE LIVRAISON EMIS, 2015, DOSSIER, 30 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  SONABEL,  VENTE,  PRODUIT PETROLIER", BORDEREAU DE LIVRAISON, 12 -01-2022, 06-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0102/FRP, VENTE DE PRODUITS PETROLIERS :RELEVE FACTURE SONABEL 17016963-17019513, 2017, DOSSIER, 07 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  SONABEL,  VENTE,  PRODUIT PETROLIER", BON DE LIVRAISON., 12 -01-2022, 06-10-2023, DOCUCOM, 10 ANS, DESTRUCTION,
 0103/FRP," VENTE DE PRODUITS PETROLIERS :FACTURE SONABEL:19010002,19010010-19010016,20003736-20003 739,20003951-20003958,20004192-20004194,20004364- 20004367,20004638-20004642,20004685,20004723,20004757,4935-4938"," 2017,2019-2020", DOSSIER, 33 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  SONABEL,  VENTE,  PRODUIT PETROLIER,  VENTE,  FUEL OIL", FACTURE, 13 -01-2023, 06-10-2023, DOCUCOM, 10 ANS, CONSERVATION,
 0104/FRP," VENTE DE PRODUITS PETROLIERS :RELEVES DE FACTURE ,DECEMBRE ""2020 ,Nø1560;1565;1837-1845;2320-2325""", DECEMBRE 2020, UN DOSSIER, 21 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION", RELEVES DE FACTURE, 5-10-2023,, NON, 5 ANS, DESTRUCTION,
 0105/FRP, VENTE DE PRODUITS PETROLIERS :RELEVES DE FACTURE NOVEMBRE 2020, NOVEMBRE 2020, UN DOSSIER, UNE PIECE, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER", RELEVES DE FACTURE, 5-10-2023,, NON, 5 ANS, DESTRUCTION,
 0106/FRP," VENTE DE PRODUITS PETROLIERS :RELEVES DE FACTURE SEPTEMBRE 2020 ,Nø20021836", SEPTEMBRE 2020, UN DOSSIER, UNE PIECE, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER", RELEVES DE FACTURE, 5-10-2023,, NON, 5 ANS, DESTRUCTION,
 0107/FRP," VENTE DE PRODUITS PETROLIERS :RELEVES DES FACTURE DECEMBRE ""2021 ,Nø3588;3590;3702;3948;4236-4237;4352;4470;4480-4"" ""482;4776-4777;4941;5116-5118;5243-5245""", DECEMBRE 2021, UN DOSSIER, 20 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER", RELEVES DE FACTURE, 5-10-2023,, NON, 5 ANS, DESTRUCTION,
 0108/FRP," VENTE DE PRODUITS PETROLIERS :RELEVES DE FACTURE NOVEMBRE 2021 "",Nø0527;0804-0805;1531;1533;1535-1536;1538;2203-2"" ""206;2287;2290-2291;2963;3042-3049;3283-3289;3292;"" ""3586-3587;3589;3949;4471;4479""", NOVEMBRE 2021, UN DOSSIER, 36 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER", RELEVES DE FACTURE, 5-10-2023,, NON, 5 ANS, DESTRUCTION,
 0109/FRP," VENTE DE PRODUITS PETROLIERS :RELEVES DE FACTURE OCTOBRE ""2021,Nø346;424-425;428;503;675-681;683;789;014-02"" ""0;149-150;532;534;537;201-202;288-289;292;950""", OCTOBRE 2021, UN DOSSIER, 33 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER", RELEVES DE FACTURE, 5-10-2023,, NON, 5 ANS, DESTRUCTION,
 0110/FRP," VENTE DE PRODUITS PETROLIERS:RELEVES DE FACTURE SEPTEMBRE 2021 "",Nø6605-6609;6743;7492;7495-7498;9003-9004;9087-9"" ""089;9121-9122;9199;0426;0504-0505;1021;2046;4145;5119""", SEPTEMBRE 2021, UN DOSSIER, 26 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER", RELEVES DE FACTURE, 5-10-2023,, NON, 5 ANS, DESTRUCTION,
 0111/FRP," VENTE DE PRODUITS PETROLIERS :RELEVES DE FACTURE AOUT 2021 "",Nø4369;4548-4549;4905-4907;5570-5574;5247-5257;6610-6611;7494""", AOUT 2021, UN DOSSIER, 25 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER", RELEVES DE FACTURE, 5-10-2023,, NON, 5 ANS, DESTRUCTION,
 0112/FRP," VENTE DE PRODUITS PETROLIERS : RELEVES DE FACTURES ,JUILLET ""2021 Nø12426;12429;12979;12984;12994;13058;13073-13076"" "";13286-13288;13295-13296;14261;14317;14329-14331;"" ""14367-14368;14550;14552;84238""", JUILLET 2021, DOSSIER, 26 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER", BORDEREAU DE LIVRAISON, O5-10-2023, 14-12-2023, NON, 5 ANS, DESTRUCTION,
 0113/FRP," VENTE DE PRODUITS PETROLIERS : RELEVES DE FACTURES JUIN 2021 ""Nø10323;10328-10329;10513-10518;11019-11020;11022"" ""-11023;11025;11028-11029;11280-11283;11285;11298;"" ""11481-11487;11985-11987;12026;12081;12424-12425;1"" ""2427-;12428;12430;13057;14551""", JUIN 2021, DOSSIER, 42 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER", BORDEREAU DE LIVRAISON, O5-10-2023, 14-12-2023, NON, 5 ANS, DESTRUCTION,
 0114/FRP," VENTE DE PRODUITS PETROLIERS : RELEVES DE FACTURES MAI 2021 ""Nø08279;08281;08472;08475-08476;08692-08694;08788"" ""-08789;08793;09188-09194;09573;09599;09601-09604;"" ""09687;09986-09989;09991-09993;10321-10325;11021;1"" ""1024;11026;11284;85111-85114""", MAI 2021, DOSSIER, 44 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER", BORDEREAU DE LIVRAISON, O5-10-2023, 14-12-2023, NON, 5 ANS, DESTRUCTION,
 0115/FRP," VENTE DE PRODUITS PETROLIERS : RELEVES DE FACTURES AVRIL 2021 ""Nø06140-06141;06444-06445;06447;06449;06452;06537"" "";06784-06788;06796-06797;06962-06964;06980;06982;"" ""07150-07152;07493-07495;07585-07586;07975-07976;0"" ""7984-07986;07992;08278;08280;08473-08474;08776-08"" ""779;08790-08792;08884;09283;09990;10496;11027;11114;83594""", AVRIL 2021, DOSSIER, 52 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER", BORDEREAU DE LIVRAISON, O5-10-2023, 14-12-2023, NON, 5 ANS, DESTRUCTION,
 0116/FRP," VENTE DE PRODUITS PETROLIERS : RELEVES DE FACTURES  MARS 2021 ""Nø03955;03957;04030;04269;04334;04347;04350;04352"" "";04812-04816;05044;05084-05085;05526-05528;05596;"" ""05607;05610-05611;05707-05715;05970;06139;06142;0"" ""6443;06446;06448;06450-06451;06531;06783;06789;07584""", MARS 2021, DOSSIER, 43 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," FACTURATION,  VENTE,  PRODUIT PETROLIER", BORDEREAU DE LIVRAISON, O5-10-2023, 14-12-2023, NON, 5 ANS, DESTRUCTION,
