ID,Cote,Titre,Contenu Dossier,Analyse Diplomatique,Date Extrême,Année,Passage GED,Sort Finale
02307,1517/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS LOCAUX N°1312-1450 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 1314,1316-1318?1322n1323,1332-1335,1341,1345,1351 ,1357-1359,1364,1365,1373,1377,1379-1381,1383,138 8,1400,1402-1430,1437,1438,1439,1442","FINANCE, COMPTABILITE, ACHAT LOCAL, PATRIMOINE, SONABHY",(PIECE COMPTABLE),AOUT 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 1314,1316-1318?1322n1323,1332-1335,1341,1345,1351 ,1357-1359,1364,1365,1373,1377,1379-1381,1383,138 8,1400,1402-1430,1437,1438,1439,1442",,CONSERVATION DEFINITIVE
02308,1518/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS LOCAUX N°1454-1594 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 1455,1456,1460-1467,1475,1478,1481,1483-1492,1503 ,1508,1510,1512,1517-1540,1544,1562,1573,1574,158 4,1585,1586,1593","FINANCE, COMPTABILITE, ACHAT LOCAL, PATRIMOINE, SONABHY",(PIECE COMPTABLE),SEPTEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 1455,1456,1460-1467,1475,1478,1481,1483-1492,1503 ,1508,1510,1512,1517-1540,1544,1562,1573,1574,158 4,1585,1586,1593",,CONSERVATION DEFINITIVE
02309,1519/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS LOCAUX N°1601-1768 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 1602-1606,1608,1611,1615-1617,1619,1624,1627,1628 ,1633-1639,1641,1643-1646,1649,1651-1670,1673-167 5,1680,1682,1684,1687,1689,1692,1693,1699,1719-17 21,1727,1729,1730,1732,1736-1753,1755-1760,1763,1 764,1766,1767","FINANCE, COMPTABILITE, ACHAT LOCAL, PATRIMOINE, SONABHY",(PIECE COMPTABLE),OCTOBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 1602-1606,1608,1611,1615-1617,1619,1624,1627,1628 ,1633-1639,1641,1643-1646,1649,1651-1670,1673-167 5,1680,1682,1684,1687,1689,1692,1693,1699,1719-17 21,1727,1729,1730,1732,1736-1753,1755-1760,1763,1 764,1766,1767",,CONSERVATION DEFINITIVE
02310,1520/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS LOCAUX N°1770-1946 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 1771,1786,1788-1794,1802,1805,1809,1810,1813,1816 ,1819,1820,1825,1834,1836,1837,1842,1843,1848-186 1,1866,1876,1879,1881,1883,1884,1888,1901,1907,19 08,1917,1921,1922,1924-1942","FINANCE, COMPTABILITE, ACHAT LOCAL, PATRIMOINE, SONABHY",(PIECE COMPTABLE),NOVEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 1771,1786,1788-1794,1802,1805,1809,1810,1813,1816 ,1819,1820,1825,1834,1836,1837,1842,1843,1848-186 1,1866,1876,1879,1881,1883,1884,1888,1901,1907,19 08,1917,1921,1922,1924-1942",,CONSERVATION DEFINITIVE
02311,1521/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS LOCAUX N°1949-2144 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 1955,1962,1963,1966,1968,1973,1978,1980-1982,1985 ,1990,1991,1993-1995,1997,2007,2008,2021-2023,202 3,2035-2040,2043-2068,2084-2090,2097,2100,2102,21 07,2105,2111,2112,2118-2140,2142,2143","FINANCE, COMPTABILITE, ACHAT LOCAL, PATRIMOINE, SONABHY",(PIECE COMPTABLE),DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 1955,1962,1963,1966,1968,1973,1978,1980-1982,1985 ,1990,1991,1993-1995,1997,2007,2008,2021-2023,202 3,2035-2040,2043-2068,2084-2090,2097,2100,2102,21 07,2105,2111,2112,2118-2140,2142,2143",,CONSERVATION DEFINITIVE
02312,1522/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS LOCAUX IMMOBILIER N°005-1109 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 006-034,036-083,085-114,117-119,121-211,213-244,2 46-260,262-366,368-384,386-490,492-496,498-511,51 3-539,541-640,642-665,667-730,732-776,778-792,796 ,799-835,837-841,843-860,862-945,947-949,951-967, 968-970,972-998,1001-1032,1034-1085,1087-1093,109 5-1108","FINANCE, COMPTABILITE, ACHAT LOCAL, PATRIMOINE, SONABHY",(PIECE COMPTABLE),JANVIER-JUIN 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 006-034,036-083,085-114,117-119,121-211,213-244,2 46-260,262-366,368-384,386-490,492-496,498-511,51 3-539,541-640,642-665,667-730,732-776,778-792,796 ,799-835,837-841,843-860,862-945,947-949,951-967, 968-970,972-998,1001-1032,1034-1085,1087-1093,109 5-1108",,CONSERVATION DEFINITIVE
02313,1523/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS LOCAUX IMMOBILIER N°1140-2112 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 1141-1191,1193-1213,1215-1257?1259-1262,1264-1277 ?1278,1280-1295,1297-1308,1310-1316,1318-1382,138 4-1441,1443-1487,1489-1538,1541-1597,1600-1602,16 05-1607,1609-1643,1645-1692,1694-1728,1772-1812,1 814-1818,1820-1824,1826-1897,1899-1977,1978-1996, 1998-2038,2040-2088,2091-2099,2101-2111","FINANCE, COMPTABILITE, ACHAT LOCAL, PATRIMOINE, SONABHY",(PIECE COMPTABLE),JUILLET-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 1141-1191,1193-1213,1215-1257?1259-1262,1264-1277 ?1278,1280-1295,1297-1308,1310-1316,1318-1382,138 4-1441,1443-1487,1489-1538,1541-1597,1600-1602,16 05-1607,1609-1643,1645-1692,1694-1728,1772-1812,1 814-1818,1820-1824,1826-1897,1899-1977,1978-1996, 1998-2038,2040-2088,2091-2099,2101-2111",,CONSERVATION DEFINITIVE
02314,1524/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : CONTRAT N°007-649 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 11-25,30,35-41,53-77,87-114,116-258,260,262-278,2 82-290,296-317,319,323,326-331,334,356-380,382-38 7,389,390,397,402,413,416-418,442,443,445,449-479 ,481-483,495,497-499,501-503,506,508-523,540-542, 543-546,548,551-570,577-580,593,596-598,604-608,6 12-616,628-637","FINANCE, COMPTABILITE, CONTRACTUALISATION","(PIECE COMPTABLE, CONTRAT)",JANVIER-JUIN 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 11-25,30,35-41,53-77,87-114,116-258,260,262-278,2 82-290,296-317,319,323,326-331,334,356-380,382-38 7,389,390,397,402,413,416-418,442,443,445,449-479 ,481-483,495,497-499,501-503,506,508-523,540-542, 543-546,548,551-570,577-580,593,596-598,604-608,6 12-616,628-637",,CONSERVATION DEFINITIVE
02315,1525/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : CONTRATN°1200-1917 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 1201-1208,1219-1222,1224-1227,1229,1230,1233,1243 ,1254-1263,1267,1269-1271,1273-1278,1280-1312,131 4,1321-1325,1336-1340,1342,1343,1345-1375,1377-13 99,1401-1426,1428-1442,1444,1445,1448,1452,1454-1 457,1459-1473,1564-1588,1595-1608,1619-1627,1631- 1661,1665,1667,1669-16673,1675-1688,1696-1719,172 5,1726,1728-1734,1736-1738,1740-1749,1751-1755,17 60-1769,1778?1788-1798,1801,1803-1805,1807-1812,1 824-1829,1829,1832-1850,1852,1854-1860,1863-1876, 1878-1880,1892,1904,1915","FINANCE, COMPTABILITE, CONTRACTUALISATION","(PIECE COMPTABLE, CONTRAT)",AOUT-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 1201-1208,1219-1222,1224-1227,1229,1230,1233,1243 ,1254-1263,1267,1269-1271,1273-1278,1280-1312,131 4,1321-1325,1336-1340,1342,1343,1345-1375,1377-13 99,1401-1426,1428-1442,1444,1445,1448,1452,1454-1 457,1459-1473,1564-1588,1595-1608,1619-1627,1631- 1661,1665,1667,1669-16673,1675-1688,1696-1719,172 5,1726,1728-1734,1736-1738,1740-1749,1751-1755,17 60-1769,1778?1788-1798,1801,1803-1805,1807-1812,1 824-1829,1829,1832-1850,1852,1854-1860,1863-1876, 1878-1880,1892,1904,1915",,CONSERVATION DEFINITIVE
02316,1526/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : BOA,ECOBANK,CORIS BANK : DEMANDE DE VIREMENT ETRANGER DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS :","FINANCE, COMPTABILITE, BOA, ECOBANK, CORIS , VIREMENT ETRANGER",(PIECE COMPTABLE),JANVIER-JUILLET 2013,2013 OBSERVATIONS : NUMEROS MANQUANTS :,,CONSERVATION DEFINITIVE
02317,1527/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ATLANTIQ BANK,SGBB,BICIA-B : DEMANDE DE VIREMENT ETRANGER N° DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS :","FINANCE, COMPTABILITE, BAT, SGBB, BICIA , VIREMENT ETRANGER",(PIECE COMPTABLE),AOUT-DECEMBRE 2013,2013 OBSERVATIONS : NUMEROS MANQUANTS :,,CONSERVATION DEFINITIVE
02318,1528/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : ADDAX N° 99-899 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 100-197,204-289,292,313,315-392,398-498,802-509,5 11-598,601-644,647-771,773-862,864-896","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, ADDAX",(PIECE COMPTABLE),JANVIER-JUIN 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 100-197,204-289,292,313,315-392,398-498,802-509,5 11-598,601-644,647-771,773-862,864-896",,CONSERVATION DEFINITIVE
02319,1529/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT : ADDAX N°1144-2007 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 1148-1189,1192-1240,1243-1458,1463,1464,1466-1566 ,1570-1719,1722-1788,1792-1850,1853-1948,1953-2016","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, ADDAX",(PIECE COMPTABLE),JUILLET-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 1148-1189,1192-1240,1243-1458,1463,1464,1466-1566 ,1570-1719,1722-1788,1792-1850,1853-1948,1953-2016",,CONSERVATION DEFINITIVE
02320,1530/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : ECO-OIL N°259-1189 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 260-265,267-342,364-389,391,358,360,605,607-842,8 44,846-861,863-901,903-921,923-938,940-948,950-95 5,957-979,982-1037,1039-1070,1072-1102,1106-1137, 1141-1183,1185-1188","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, ECO-OIL",(PIECE COMPTABLE),FEVRIER-AOUT 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 260-265,267-342,364-389,391,358,360,605,607-842,8 44,846-861,863-901,903-921,923-938,940-948,950-95 5,957-979,982-1037,1039-1070,1072-1102,1106-1137, 1141-1183,1185-1188",,CONSERVATION DEFINITIVE
02321,1531/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : ECO-OIL N°1232-1804 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 1233-1244,1249,1251-1282,1285-1326,1330-1371,1375 -1409,1416-1437,1439-1441,1446-1456,1493-1562,156 5-1594,1598-1662,1665-1702,1707-1725,1729-1782,17 85-1805","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, ECO-OIL",(PIECE COMPTABLE),AOUT-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 1233-1244,1249,1251-1282,1285-1326,1330-1371,1375 -1409,1416-1437,1439-1441,1446-1456,1493-1562,156 5-1594,1598-1662,1665-1702,1707-1725,1729-1782,17 85-1805",,CONSERVATION DEFINITIVE
02322,1532/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : ECO-OIL N° 1805-2006 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 1809-1845,1849-1884,1886-1938,1942-1969,1973-2002","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, ECO-OIL",(PIECE COMPTABLE),NOVEMBRE-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 1809-1845,1849-1884,1886-1938,1942-1969,1973-2002",,CONSERVATION DEFINITIVE
02323,1533/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : PERSOIL N°014-544 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 126-132,134-143,257-261,263,266-278,280-287,290-2 95,299-340,342-359,362-397,400-464,467-539","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, PERSOIL",(PIECE COMPTABLE),FEVRIER-AVRIL,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 126-132,134-143,257-261,263,266-278,280-287,290-2 95,299-340,342-359,362-397,400-464,467-539",,CONSERVATION DEFINITIVE
02324,1534/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : PERSOIL N°545-925 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 546-587,593-610,614-649,652-715,718-756,760-782,7 84-859,861-873,875-924","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, PERSOIL",(PIECE COMPTABLE),AVRIL-JUIN 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 546-587,593-610,614-649,652-715,718-756,760-782,7 84-859,861-873,875-924",,CONSERVATION DEFINITIVE
02325,1535/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS :PERSOIL N°1002-1594 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 1005-,1007-1040,1042-1046-1048-1050,1071,1073-108 6,1088-1107,1110-1123,1127-1152,1156-1167,1170-11 91,1194-1237,1240-1250,1255-1273,1275-1338,1341-1 374,1376-1379,1382-1420,1423-1450,1452-1475,1506, 1509-1535,1537-1592","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, PERSOIL",(PIECE COMPTABLE),JUILLET-OCTOBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 1005-,1007-1040,1042-1046-1048-1050,1071,1073-108 6,1088-1107,1110-1123,1127-1152,1156-1167,1170-11 91,1194-1237,1240-1250,1255-1273,1275-1338,1341-1 374,1376-1379,1382-1420,1423-1450,1452-1475,1506, 1509-1535,1537-1592",,CONSERVATION DEFINITIVE
02326,1536/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS :PERSOIL N°1605-2000 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 1608-1672,1678-1761,1769-1808,1810-1823,1829-1870 ,1876-1917,1921-1952,1956-1995","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, PERSOIL",(PIECE COMPTABLE),OCTOBRE-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 1608-1672,1678-1761,1769-1808,1810-1823,1829-1870 ,1876-1917,1921-1952,1956-1995",,CONSERVATION DEFINITIVE
02327,1537/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS :CBC N°44-1969 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 47-178,180,184-244,252-315,323-377,381-559,574-65 4,658-728,732-736,740-746,751,752,846,854-893,897 -903,908-1029,1038-1091,1098-1193,1204-1384,1395- 1411,1414-1522,1531-1573,1582-1616,1627-1687,1690 -1721,1723,1725-1775,1783-1864,1871-1928,1932-1964","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, SIR, CBC",(PIECE COMPTABLE),JANVIER-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 47-178,180,184-244,252-315,323-377,381-559,574-65 4,658-728,732-736,740-746,751,752,846,854-893,897 -903,908-1029,1038-1091,1098-1193,1204-1384,1395- 1411,1414-1522,1531-1573,1582-1616,1627-1687,1690 -1721,1723,1725-1775,1783-1864,1871-1928,1932-1964",,CONSERVATION DEFINITIVE
02328,1538/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : SIR N°34-1981 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 35-89,91-136,138-196,197-304,306-401,404-478,480- 521,523-593,595-733,736-813,815-915,917-1010,1012 ,1090,1092-1140,1142-1462,1465-1745,1748-1811,181 3-1833,1835-1979","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, SIR",(PIECE COMPTABLE),"JANVIER-MARS, MAI-SEPTEMBRE, -NOVEMBRE-DECEMBRE 2013","2013 OBSERVATIONS : NUMEROS MANQUANTS : 35-89,91-136,138-196,197-304,306-401,404-478,480- 521,523-593,595-733,736-813,815-915,917-1010,1012 ,1090,1092-1140,1142-1462,1465-1745,1748-1811,181 3-1833,1835-1979",,CONSERVATION DEFINITIVE
02329,1539/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : TRANSCOM N°001-2011 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 04-08,10-13,21-49,53-65,69,72,74-84,86-128,130-15 4,156-166,170-189,197-240,245-280,286-305,313-332 ,334-356,359-367,369,371-384,387,389-403,406-412, 417-467,474-482,486-501,504,510-517,519,552-524,5 26-536,540-555,560-577,580,582-594,596,599-613,61 6-620,623,625-634,636,638-662,665-673,676-679,683 -710,716-772,775-791,794-821,827-830,840-909,916- 932,939-950,952-976,978-1013,1024-1051,1053-1056, 1061,1066,1072,1081-1131,1134,1137-1156,1161-1172 1179,1184-1212,1220-1232,1262,1272,1274-1333,1339 -1342,1349,1352-1357,1359-1395,1410,1412-1414,141 8-1429,1433-1467,1471-1474,1479,1487-1531,1536-15 46,1549,1551-1584,1587-16,1603,1605-1612,1614,161 7-1633,1635-1678,1685-1689,1694-1708,1712-1739,17 43,1746-1751,1757-1796,1798-1800,1802-1812,1814,1 817-1828,1831-1834,1837-1839,1843,1846-1856,1858, 1861-1877,1881-1885,1888-1931,1933-1936,1939-1945 ,1949-1955,1960-1976,1978-1985,1988-2009","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, TRANSCOM",(PIECE COMPTABLE),JANVIER-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 04-08,10-13,21-49,53-65,69,72,74-84,86-128,130-15 4,156-166,170-189,197-240,245-280,286-305,313-332 ,334-356,359-367,369,371-384,387,389-403,406-412, 417-467,474-482,486-501,504,510-517,519,552-524,5 26-536,540-555,560-577,580,582-594,596,599-613,61 6-620,623,625-634,636,638-662,665-673,676-679,683 -710,716-772,775-791,794-821,827-830,840-909,916- 932,939-950,952-976,978-1013,1024-1051,1053-1056, 1061,1066,1072,1081-1131,1134,1137-1156,1161-1172 1179,1184-1212,1220-1232,1262,1272,1274-1333,1339 -1342,1349,1352-1357,1359-1395,1410,1412-1414,141 8-1429,1433-1467,1471-1474,1479,1487-1531,1536-15 46,1549,1551-1584,1587-16,1603,1605-1612,1614,161 7-1633,1635-1678,1685-1689,1694-1708,1712-1739,17 43,1746-1751,1757-1796,1798-1800,1802-1812,1814,1 817-1828,1831-1834,1837-1839,1843,1846-1856,1858, 1861-1877,1881-1885,1888-1931,1933-1936,1939-1945 ,1949-1955,1960-1976,1978-1985,1988-2009",,CONSERVATION DEFINITIVE
02330,1540/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : STSL N°035-1995 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 42-91,93,98-155,163-185,187-211,213-257,259-270,2 79-311,324-375,377-416,426-479,482-484,494-581,58 7-600,602-661,663,664,673-684,686-717,721-774,782 -784,821-867,873,945,947-968,973-1006,1011-1050,1 052-1111,1124-1203,1212-1236,1238-1286,1291-1357, 1359-1361","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, STSL",(PIECE COMPTABLE),JANVIER-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 42-91,93,98-155,163-185,187-211,213-257,259-270,2 79-311,324-375,377-416,426-479,482-484,494-581,58 7-600,602-661,663,664,673-684,686-717,721-774,782 -784,821-867,873,945,947-968,973-1006,1011-1050,1 052-1111,1124-1203,1212-1236,1238-1286,1291-1357, 1359-1361",,CONSERVATION DEFINITIVE
02331,1541/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : SONACOP N°056-1913 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 62-101,110-221,234-426,432,456-685,708-876,891-98 6,1002-1040,1042-1290,1327-1330,1632-1634,1662-18 89,1909","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, SONACOP",(PIECE COMPTABLE),JANVIER-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 62-101,110-221,234-426,432,456-685,708-876,891-98 6,1002-1040,1042-1290,1327-1330,1632-1634,1662-18 89,1909",,CONSERVATION DEFINITIVE
02332,1542/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : TRAFIGURA N°75-1858 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 78-80,82-151,154-215,217-253,255-268,271-302,305- 345,350-408,413-534,537-750,763,765,772-786,791-8 15,817-865,867-902,904-918,922-939,941-1066,1069- 1163,1167-1242,1245-1394,1396-1465,1466-1492,1494 -1502,1507-1512,1515-1540,1542-1550,1554-1565,156 7-1724,1726-1810,1811-1836,1838-1857","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, TRAFIGURA",(PIECE COMPTABLE),JANVIER-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 78-80,82-151,154-215,217-253,255-268,271-302,305- 345,350-408,413-534,537-750,763,765,772-786,791-8 15,817-865,867-902,904-918,922-939,941-1066,1069- 1163,1167-1242,1245-1394,1396-1465,1466-1492,1494 -1502,1507-1512,1515-1540,1542-1550,1554-1565,156 7-1724,1726-1810,1811-1836,1838-1857",,CONSERVATION DEFINITIVE
02333,1543/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : ORYX-B N°54-1821 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 55-99,101-133,135-174,176-299,303-461,465-595,597 -601,603-641,643-778,779-1049,1051-1000,1103-1284 ,1287-1370,1372-1447,1449-1554,1556-1668,1670-170 6,1709-1820","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, ORYX",(PIECE COMPTABLE),JANVIER-NOVEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 55-99,101-133,135-174,176-299,303-461,465-595,597 -601,603-641,643-778,779-1049,1051-1000,1103-1284 ,1287-1370,1372-1447,1449-1554,1556-1668,1670-170 6,1709-1820",,CONSERVATION DEFINITIVE
02334,1544/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : GESTOCI N°25-2009 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 27-86,89-100,102-126,129-175,178-212,215-266,269- 324,327-334,337-344,347-355,357-373,376-382,385-4 57,462-515,518-545,548-576,578-618,621-653,655-68 2,685-731,734-829,831-853,858-874,877-960,963-102 5,1028-1081,1084-1109,1112-1169,1172-1224,1229-13 40,1343-1368,1371-1441,1448-1530,1532-1628,1633-1 700,1703-1737,1740-1801,180-,1862,1865-1913,1916-2007","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, GESTOCI",(PIECE COMPTABLE),JANVIER-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 27-86,89-100,102-126,129-175,178-212,215-266,269- 324,327-334,337-344,347-355,357-373,376-382,385-4 57,462-515,518-545,548-576,578-618,621-653,655-68 2,685-731,734-829,831-853,858-874,877-960,963-102 5,1028-1081,1084-1109,1112-1169,1172-1224,1229-13 40,1343-1368,1371-1441,1448-1530,1532-1628,1633-1 700,1703-1737,1740-1801,180-,1862,1865-1913,1916-2007",,CONSERVATION DEFINITIVE
02335,1445/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : SGS N°91-1943 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 92-331,333,335-493,495-586,588-726,728-923,925-10 65,1067-1171,1173-1432,1434-1590,1592-1797,1799-1941","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, SGS",(PIECE COMPTABLE),JANVIER-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 92-331,333,335-493,495-586,588-726,728-923,925-10 65,1067-1171,1173-1432,1434-1590,1592-1797,1799-1941",,CONSERVATION DEFINITIVE
02336,1546/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : BPS N°1582-1935 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 1585-1712,1717-1736,1738-1936","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, BPS",(PIECE COMPTABLE),OCTOBRE-DECEMBRE 2013,"2013 OBSERVATIONS : NUMEROS MANQUANTS : 1585-1712,1717-1736,1738-1936",,CONSERVATION DEFINITIVE
02337,1547/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS :SARPDOIL N°240-1360 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 241-494,499-629,631,632,634-793,795-1136,1138-1358","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, SARPDOIL",(PIECE COMPTABLE),"FEVRIER,AVRIL-JUIN,SEPTEMBRE 2013","2013 OBSERVATIONS : NUMEROS MANQUANTS : 241-494,499-629,631,632,634-793,795-1136,1138-1358",,CONSERVATION DEFINITIVE
02338,1548/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS :OCTOGONE N°187-1751 DE 2013 2013 OBSERVATIONS : NUMEROS MANQUANTS : 188-522,525-551,554-651,654-1280,1282-1448,1450-1 518,1520-1694,1696-1747","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, OCTOGONE",(PIECE COMPTABLE),"FEVRIER,AVRIL,MAI,AOUT-DECEMBRE 2013","2013 OBSERVATIONS : NUMEROS MANQUANTS : 188-522,525-551,554-651,654-1280,1282-1448,1450-1 518,1520-1694,1696-1747",,CONSERVATION DEFINITIVE
