ref,cote,titre,contenu,analyse_diplomatique,date
1271,0781/CS,BORDEREAU DE RECEPTION SEPTEMBRE 2008 DECADE I,"BORDEREAU, SONABHY, COMPTABILITE STOCKS, PRODUIT ETROLIER",(BORDEREAU),"SEPTEMBRE , 2008"
1272,0782/CS,BORDEREAU DE RECEPTION SEPTEMBRE 2008 DECADE II,"BORDEREAU, SONABHY, COMPTABILITE STOCKS, PRODUIT PETROLIER",(BORDEREAU),"SEPTEMBRE, 2008"
1273,0783/CS,BORDEREAU DE RECEPTION SEPTEMBRE 2008 DECADE III,"BORDEREAU, SONABHY, COMPTABILITE STOCKS, PRODUIT PETROLIER",(BORDEREAU),"SEPTEMBRE, 2008"
1274,0784/CS,BORDEREAU DE RECEPTION OCTOBRE 2008 DECADE I,"BORDEREAU, SONABHY, PRODUIT PETROLIER, COMPTABILITE STOCKS",(BORDEREAU),"OCTOBRE, 2008"
1275,0785/CS,BORDEREAU DE RECEPTION OCTOBRE 2008 DECADE II,"SONABHY, BORDEREAU, PRODUIT PETROLIER, COMPTABILITE STOCKS",(BORDEREAU),"OCTOBRE, 2008"
1276,0786/CS,BORDEREAU DE RECEPTION OCTOBRE 2008 DECADE III,"BORDEREAU, COMPTABILITE STOCKS, SONABHY, PRODUIT PETROLIER",(BORDEREAU),"OCTOBRE, 2008"
1277,0787/CS,BORDEREAU DE RECEPTION NOVEMBRE 2008 DECADE I,"SONABHY, PRODUIT PETROLIER, BORDEREAU, COMPTABILITE STOCKS",(BORDEREAU),"NOVEMBRE, 2008"
1278,0788/CS,BORDEREAU DE RECEPTION NOVEMBRE 2008 DECADE II,"BORDEREAU, SONABHY, COMPTABILITE STOCKS, PRODUIT PETROLIER",(BORDEREAU),"NOVEMBRE, 2008"
1279,0789/CS,BORDEREAU DE RECEPTION NOVEMBRE 2008 DECADE III,"BORDEREAU, SONABHY, PRODUIT PETROLIER, COMPTABILITE STOCKS",(BORDEREAU),"NOVEMBRE, 2008"
1280,0790/CS,"BORDEREAU DE RECEPTION DECEMBRE 2008 DECADE I, II","BORDEREAU, SONABHY, PRODUIT PETROLIER, COMPTABILITE STOCKS",(BORDEREAU),"DECEMBRE, 2008"
1281,0791/CS,BORDEREAU DE RECEPTION DECEMBRE 2008 DECADE III,"SONABHY, BORDEREAU, PRODUIT PETROLIER, COMPTABILITE STOCKS",(BORDEREAU),"DECEMBRE, 2008"
1282,0336/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT JANVIER 2006","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"JANVIER, 2006"
1283,0337/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE JANVIER 2006","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"JANVIER, 2006"
1284,0338/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT FEVRIER 2006","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER , PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"FEVRIER, 2006"
1285,0339/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE FEVRIER 2006","DECLARATION DE MISE A LA CONSOMMATION, GASOIL , DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"FEVRIER, 2006"
1286,0340/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT MARS 2006","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"MARS, 2006"
1287,0341/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE MARS 2006","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"MARS, 2006"
1288,0342/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT AVRIL 2006","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"AVRIL, 2006"
1289,0343/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE AVRIL 2006","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"AVRIL, 2006"
1290,0344/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT MAI 2006","DECLARATION DE MISE A LA CONSOMMATION, ESSECE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"MAI, 2006"
1291,0345/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE MAI 2006","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"MAI, 2006"
1292,0346/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT JUIN 2006","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"JUIN, 2006"
1293,0347/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE JUIN 2006","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"JUIN, 2006"
1294,0348/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT JUILLET 2006","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"JUILLET, 2006"
1295,0349/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE JUILLET 2006","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"JUILLET, 2006"
1296,0350/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT AOUT 2006","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER , PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"AOUT, 2006"
1297,0351/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE AOUT 2006","DECLARATION DE MISE A LA CONSOMMATION, GASOIL , DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"AOUT, 2006"
1298,0352/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT SEPTEMBRE 2006","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER , PETROLE LAMPANT, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"SEPTEMBRE, 2006"
1299,0353/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE SEPTEMBRE 2006","DECLARATION DE MISE A LA CONSOMMATION, GASOIL , DDO, GAZ BUTANE, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"SEPTEMBRE, 2006"
1300,0354/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT OCTOBRE 2006","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER , PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"OCTOBRE, 2006"
1301,0355/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE OCTOBRE 2006","DECLARATION DE MISE A LA CONSOMMATION, GASOIL , DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"OCTOBRE, 2006"
1302,0356/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSECE SUPER, PETROLE LAMPANT NOVEMBRE 2006","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER , PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"NOVEMBRE, 2006"
1303,0357/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE NOVEMBRE 2006","DECLARATION DE MISE A LA CONSOMMATION, GASOIL , DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"NOVEMBRE, 2006"
1304,0358/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT DECEMBRE 2006","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER , PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"DECEMBRE, 2006"
1305,0359/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE DECEMBRE 2006","DECLARATION DE MISE A LA CONSOMMATION, GASOIL , DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"DECEMBRE, 2006"
1306,0360/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT JANVIER 2007","DECLARATION DE MISE A LA CONSOMMATION, ESSECE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"JANVIER, 2007"
1307,0361/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE JANVIER 2007","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"JANVIER, 2007"
1308,0362/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT FEVRIER 2007","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"FEVRIER, 2007"
1309,0363/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE FEVRIER 2007","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"FEVRIER, 2007"
1310,0364/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT MARS 2007","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"MARS, 2007"
1311,0365/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE MARS 2007","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"MARS, 2007"
1312,0366/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT AVRIL 2007","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"AVRIL, 2007"
1313,0367/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE AVRIL 2007","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"AVRIL, 2007"
1314,0368/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT MAI 2007","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"MAI, 2007"
1315,0369/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE MAI 2007","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"MAI, 2007"
1316,0370/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT JUIN 2007","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"JUIN, 2007"
1317,0371/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE JUIN 2007","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"JUIN, 2007"
1318,0372/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT JUILLET 2007","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"JUILLET, 2007"
1319,0373/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE JUILLET 2007","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"JUILLET, 2007"
1320,0374/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT AOUT 2007","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"AOUT, 2007"
1321,0375/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE AOUT 2007","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"AOUT, 2007"
1322,0376/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT SEPTEMBRE 2007","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"SEPTEMBRE, 2007"
1323,0377/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE SEPTEMBRE 2007","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"SEPTEMBRE, 2007"
1324,0378/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT OCTOBRE 2007","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"OCTOBRE, 2007"
1325,0379/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE OCTOBRE 2007","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"OCTOBRE, 2007"
1326,0380/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT NOVEMBRE 2007","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"NOVEMBRE, 2007"
1327,0381/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE NOVEMBRE 2007","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"NOVEMBRE, 2007"
1328,0382/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT DECEMBRE 2007","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"DECEMBRE, 2007"
1329,0383/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE DECEMBRE 2007","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"DECEMBRE, 2007"
1330,0384/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT JANVIER 2008","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"JANVIER, 2008"
1331,0385/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE JANVIER 2008","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"JANVIER, 2008"
1332,0386/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT FEVRIER 2008","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"FEVRIER, 2008"
1333,0387/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE FEVRIER 2008","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"FEVRIER, 2008"
1334,0388/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT MARS 2008","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"MARS, 2008"
1335,0389/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE MARS 2008","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"MARS, 2008"
1336,0390/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT AVRIL 2008","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"AVRIL, 2008"
1337,0391/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE AVRIL 2008","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"AVRIL, 2008"
1338,0392/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT MAI 2008","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"MAI, 2008"
1339,0393/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE MAI 2008","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"MAI, 2008"
1340,0394/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT JUIN 2008","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"JUIN, 2008"
1341,0395/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE JUIN 2008","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"JUIN, 2008"
1342,0396/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT JUILLET 2008","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"JUILLET, 2008"
1343,0397/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE JUILLET 2008","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"JUILLET, 2008"
1344,0398/STR,"DECLARATION DE MISE A LA CONSOMMATION ESENCE SUPER, PETROLE LAMPANT AOUT 2008","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"AOUT, 2008"
1345,0399/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE AOUT 2008","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"AOUT, 2008"
1346,0400/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT SEPTEMBRE 2008","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"SEPTEMBRE, 2008"
1347,0401/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE SEPTEMBRE 2008","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"SEPTEMBRE, 2008"
1348,0402/STR,"DECLARATION DE MISE A LA CONSOMMATION ESENCE SUPER, PETROLE LAMPANT OCTOBRE 2008","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"OCTOBRE, 2008"
1349,0403/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE OCTOBRE 2008","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"OCTOBRE, 2008"
1350,0404/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT NOVEMBRE 2008","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"NOVEMBRE, 2008"
1351,0405/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE NOVEMBRE 2008","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"NOVEMBRE, 2008"
1352,0406/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT DECEMBRE 2008","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"DECEMBRE, 2008"
1353,0407/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE DECEMBRE 2008","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"DECEMBRE, 2008"
1354,0408/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT JANVIER 2009","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"JANVIER, 2009"
1355,0409/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE, JET A1 JANVIER 2009","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, JET A1, TRANSIT, SONABHY",(IMPRIME),"JANVIER, 2009"
1356,0410/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT FEVRIER 2009","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"FEVRIER, 2009"
1357,0411/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL,  DDO, GAZ BUTANE, JET A1 FEVRIER 2009","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, JET A1, TRANSIT, SONABHY",(IMPRIME),"FEVRIER, 2009"
1358,0412/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT MARS 2009","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"MARS, 2009"
1359,0413/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE, JET A1 MARS 2009","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, JET A1, TRANSIT, SONABHY",(IMPRIME),"MARS, 2009"
1360,0414/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT AVRIL 2009","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"AVRIL, 2009"
1361,0415/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE, JET A1 AVRIL 2009","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, JET A1, TRANSIT, SONABHY",(IMPRIME),"AVRIL, 2009"
1362,0416/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSSENCE SUPER, PETROLE LAMPANT MAI 2009","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"MAI, 2009"
1363,0417/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE, JET A1 MAI 2009","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, JET A1, TRANSIT, SONABHY",(IMPRIME),"MAI, 2009"
1364,0418/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT JUIN 2009","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"JUIN, 2009"
1365,0419/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE JUIN 2009","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"JUIN, 2009"
1366,0420/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT JUILLET 2009","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"JUILLET, 2009"
1367,0421/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE JUILLET 2009","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"JUILLET, 2009"
1368,0422/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT AOUT 2009","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"AOUT, 2009"
1369,0423/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE AOUT 2009","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"AOUT, 2009"
1370,0424/STR,"DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER, PETROLE LAMPANT SEPTEMBRE 2009","DECLARATION DE MISE A LA CONSOMMATION, ESSENCE SUPER, PETROLE LAMPANT, TRANSIT, SONABHY",(IMPRIME),"SEPTEMBRE, 2009"
1371,0425/STR,"DECLARATION DE MISE A LA CONSOMMATION GASOIL, DDO, GAZ BUTANE SEPTEMBRE 2009","DECLARATION DE MISE A LA CONSOMMATION, GASOIL, DDO, GAZ BUTANE, TRANSIT, SONABHY",(IMPRIME),"SEPTEMBRE, 2009"
