ref,cote,titre,contenu,analyse_diplomatique,date
0543,0193/SG,COURRIER INTERNE DE LA SONABHY JANVIER-DECEMBRE 2005,"COURRIER INTERNE, SONABHY.",(CORRESPONDANCE),"JANVIER-DECEMBRE, 2005. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0544,0194/SG,,"LETTRE DEPART, SONABHY.","(CORRESPONDANCE, PIECE JOINTE)",2008. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR.
0545,0195/SG,,"LETTRE DEPART, SONABHY.","(CORRESPONDANCE, PIECE JOINTE)",2008. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR.
0546,0196/SG,FAX ARRIVEE A LA SONABHY JANVIER 2008,"FAX ARRIVEE, SONABHY.",(CORRESPONDANCE),"JANVIER, 2008. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0547,0197/SG,FAX ARRIVEE A LA SONABHY FEVRIER 2008,"FAX ARRIVEE, SONABHY.",(CORRESPONDANCE),"FEVRIER, 2008. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0548,0198/SG,FAX ARRIVEE A LA SONABHY MARS 2008,"FAX ARRIVEE, SONABHY.",(CORRESPONDANCE),"MARS, 2008. ""OBSERVATIONS : INCOMPLET: 570-568; 549-547; 516; 468; 439-434; 420."" PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0549,0199/SG,FAX ARRIVEE A LA SONABHY AVRIL 2008,"FAX ARRIVEE, SONABHY.",(CORRESPONDANCE),"AVRIL, 2008. ""OBSERVATIONS : INCOMPLET: 748; 747; 744; 740; 738; 710; 705; 631;"" ""622; 618; 617; 608; 589."" PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0550,0200/SG,FAX ARRIVEE A LA SONABHY MAI 2008,"FAX ARRIVEE, SONABHY.",(CORRESPONDANCE),"MAI  , 2008. ""OBSERVATIONS : INCOMPLET: 939; 900; 886; 856; 839; 823; 821; 810;"" 805. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0551,0201/SG,FAX ARRIVEE A LA SONABHY JUIN 2008,"FAX ARRIVEE, SONABHY.",(CORRESPONDANCE),"JUIN, 2008. ""OBSERVATIONS : INCOMPLET: 1264; 1255; 1176."" PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0552,0202/SG,FAX ARRIVEE A LA SONABHY JUILLET 2008,"FAX ARRIVEE, SONABHY.",(CORRESPONDANCE),"JUILLET , 2008. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0553,0203/SG,FAX ARRIVEE A LA SONABHY AOOT 2008,"FAX ARRIVEE, SONABHY.",(CORRESPONDANCE),"AOUT, 2008. ""OBSERVATIONS : INCOMPLET: 1639; 1632; 1609; 1578; 1513; 1499; 1492."" PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0554,0204/SG,FAX ARRIVEE A LA SONABHY SEPTEMBRE 2008,"FAX ARRIVEE, SONABHY.",(CORRESPONDANCE),"SEPTEMBRE, 2008. OBSERVATIONS : INCOMPLET: 1717. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0555,0205/SG,FAX ARRIVEE A LA SONABHY OCTOBRE 2008,"FAX ARRIVEE, SONABHY.",(CORRESPONDANCE),"OCTOBRE, 2008. ""OBSERVATIONS : INCOMPLET: 1967-1946; 1917; 1814."" PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0556,0206/SG,FAX ARRIVEE A LA SONABHY NOVEMBRE 2008,"FAX ARRIVEE, SONABHY.",(CORRESPONDANCE),"NOVEMBRE, 2008. ""OBSERVATIONS : INCOMPLET: 2156; 2150; 2119-2110; 2042-2034; 1997;"" 1996. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0557,0207/SG,FAX ARRIVEE DE LA SONABHY DECEMBRE 2008,"FAX ARRIVEE, SONABHY.",(CORRESPONDANCE),"DECEMBRE, 2008. OBSERVATIONS : DOSSIER INCOMPLET. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0558,0208/SG,FAX DEPART DE LA SONABHY JANVIER 2008,"FAX DEPART, SONABHY.",(CORRESPONDANCE),"JANVIER, 2008. OBSERVATIONS : INCOMPLET. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0559,0209/SG,FAX DEPART DE LA SONABHY FEVRIER 2008,"FAX DEPART, SONABHY.",(CORRESPONDANCE),"FEVRIER, 2008. OBSERVATIONS : INCOMPLET. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0560,0210/SG,FAX DEPART DE LA SONABHY MARS 2008,"FAX DEPART, SONABHY.",(CORRESPONDANCE),"MARS, 2008. OBSERVATIONS : INCOMPLET. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0561,0211/SG,FAX DEPART DE LA SONABHY AVRIL 2008,"FAX DEPART, SONABHY.",(CORRESPONDANCE),"AVRIL, 2008. OBSERVATIONS : INCOMPLET. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0562,0212/SG,FAX DEPART DE LA SONABHY MAI 2008,"FAX DEPART, SONABHY.",(CORRESPONDANCE),"MAI, 2008. OBSERVATIONS : INCOMPLET. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0563,0213/SG,FAX DEPART DE LA SONABHY JUIN 2008,"FAX DEPART, SONABHY.",(CORRESPONDANCE),"JUIN, 2008. OBSERVATIONS : INCOMPLET. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0564,0214/SG,FAX DEPART DE LA SONABHY JUILLET 2008,"FAX DEPART, SONABHY.",(CORRESPONDANCE),"JUILLET, 2008. OBSERVATIONS : INCOMPLET. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0565,0215/SG,FAX DEPART DE LA SONABHY AOOT 2008,"FAX DEPART, SONABHY.",(CORRESPONDANCE),2008. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR.
0566,0216/SG,FAX DEPART DE LA SONABHY SEPTEMBRE 2008,"FAX DEPART, SONABHY.",(CORRESPONDANCE),"SEPTEMBRE, 2008. OBSERVATIONS : INCOMPLET. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
2009,0023/PE,"DEVELOPPEMENT FILIERE GAZ : PROJET CONSTRUCTION ""DEPOT COTIER DE GAZ ; PROJET VULGARISATION DU GAZ""","DEVELOPPEMENT ENERGETIQUE,  ENERGIE, GAZ BUTANE, DEPOT COTIER.",(FICHE DE PROJET),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0568,0088/DG,ASSEMBLEE GENERALE DES SOCIETES D'ETAT SESSION XVII : JUIN 2009,"ASSEMBLEE GENERALE, SOCIETE D'ETAT, DEVELOPPEMENT ECONOMIQUE, FINANCES, CRISE ECONOMIQUE.","(CORRESPONDANCE, RAPPORT)","25-26. JUIN, 2009. PASSAGE GED  : NON."
0569,0089/DG,ASSEMBLEE GENERALE DES SOCIETES D'ETAT SESSION XVI JUIN 2008,"ASSEMBLEE GENERALE, SOCIETE D'ETAT, DEVELOPPEMENT ECONOMIQUE, FINANCES, ETAT FINANCIER.","(CORRESPONDANCE, RAPPORT)","26-27. JUIN, 2008. PASSAGE GED  : NON."
0570,0090/DG,NOTE SUR LA LIBERALISATION DES IMPORTATIONS DE PRODUITS PETROLIERS AU BURKINA FASO,"LIBERALISATION, IMPORTATION, PRODUIT PETROLIER, BURKINA FASO.",(NOTE EXPLICATIVE),2006. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0571,0217/SG,LETTRES ARRIVEE AU CHRONO ARCHIVES 2004-2008,"LETTRE ARRIVEE, ARCHIVES, DOCUMENTATION.",(CORRESPONDANCE),2004-2008. PASSAGE GED  : NON.
0572,0218/SG,LETTRES ARRIVEES AU CHRONO ARCHIVES : COURRIER INTERNE 2004-2008,"LETTRE ARRIVEE, COURRIER INTERNE, ARCHIVES, DOCUMENTATION.",(CORRESPONDANCE),2004-2008. PASSAGE GED  : NON.
0573,0219/SG,"NOTES DE SERVICE AU CHRONO ARCHIVES 2004, 2006-2008","NOTE DE SERVICE, SONABHY, ARCHIVES.",(CORRESPONDANCE),2004. 2006-2008. PASSAGE GED  : NON.
0574,0220/SG,COMPTES RENDUS AU CHRONO ARCHIVES 2003-2006,"COMPTE RENDU, SONABHY.",(CORRESPONDANCE),2003-2006. PASSAGE GED  : NON.
0575,0221/SG,"PROCES VERBAUX AU CHRONO ARCHIVES 2002, 2006, 2008","PROCES VERBAL, SONABHY, ARCHIVES.",(CORRESPONDANCE),2002. 2006. 2008. PASSAGE GED  : NON.
0576,0222/SG,"DECISIONS AU CHRONO ARCHIVES 2000, 2003-2008","DECISION, SONABHY, ARCHIVES.",(CORRESPONDANCE),2000. 2003-2008. PASSAGE GED  : NON.
0577,0223/SG,ARRETES MINISTERIELS AU CHRONO ARCHIVES 2000-2006,"ARRETE, MINISTERE, ARCHIVES.",(DOCUMENT LEGISLATIF),2000-2006. PASSAGE GED  : NON.
0578,0224/SG,"DECRETS PRESIDENTIELS AU CHRONO ARCHIVES 1996, 2000-2005, 2007","DECRET, PRESIDENCE, ARCHIVES.",(DOCUMENT LEGISLATIF),1996. 2000-2005. 2007. PASSAGE GED  : NON.
0579,0225/SG,,"CIRCULAIRE, SONABHY, LOI DE FINANCE.",(CORRESPONDANCE),2002-2006. PASSAGE GED  : NON.
0580,0226/SG,LETTRES DEPART DU SERVICE ARCHIVES ET DOCUMENTATION A LA DIRECTION GENERALE 2005-2008,"LETTRE DEPART, ARCHIVES, DOCUMENTATION, DIRECTION GENERALE.",(CORRESPONDANCE),2005-2008. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR.
0581,0227/SG,LETTRES ARRIVEE OCTOBRE 2008,"LETTRE ARRIVEE, SONABHY, ADMINISTRATION, FINANCES.",(CORRESPONDANCE),"OCTOBRE, 2008. PASSAGE GED  : OUI. BASE GED;: DOCUCOUR."
0582,0029/CJ,POURSUITE JUDICIAIRE CONTRE DIALLO MALIK ET SAWADOGO ADAMA EN 2006,"ACTE JURIDIQUE, DIALLO MALIK, SAWADOGO ADAMA, ENQUETE.",(PROCES VERBAL),2006. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0583,0030/CJ,CONVENTION DE CREDIT REVOLVING EN GAZ DE 1998 + DU 23 JANVIER 2003 + CONVENTION DE PREFINANCEMENT DES SUBVENTIONS GAZ : STD SODIGAZ ET SONABHY,"CREDIT REVOLVING, PREFINANCEMENT, SUBVENTION, GAZ BUTANE, STD SODIGAZ APC, SONABHY.",(CONVENTION),"1998, 2001, 2003. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0584,0031/CJ,CONVENTION PORTANT DEPART NEGOCIE DE SABA DOMBO AMBROISE DISPATCHER A LA SONABHY,"DEPART NEGOCIE, RETRAITE, SABA DOMBO AMBROISE, SONABHY.",(CONVENTION),2004. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0585,0032/CJ,ACCORD DE PRET ENTRE BRIC ET SONABHY POUR LE FINANCEMENT DES IMPORTATIONS DE PRODUITS PETROLIERS,"PRET, BRIC, FINANCEMENT, PRODUIT PETROLIER, SONABHY.",(ACCORD DE PRET),04 JUILLET 2006. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
2006,0033/CJ,PROTOCOLE D'ACCORD ENTRE TOTAL BURKINA ET SONABHY,"ACCORD, TOTAL BURKINA, SONABHY, DEPOT DE GOUNGHIN, STOCKAGE.",(PROTOCOLE D'ACCORD),2006. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0587,0034/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS ENTRE OCTOGONE TRADING OIL (OTO) ET SONABHY 2008 + AVENANT N°14/0135 DU 28/08/2014,"VENTE, PRODUIT PETROLIER, OCTOGONE TRADING OIL, SONABHY.",(CONTRAT),"12. DECEMBRE, 2008-2014. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0588,0035/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS : OCTOGONE TRADING OIL ET SONABHY 2008,"VENTE, PRODUIT PETROLIER, OCTOGONE TRADING OIL, SONABHY.",(CONTRAT),"03. DECEMBRE, 2008. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0589,0036/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS : OCTOGONE TRADING OIL ET SONABHY 2009,"VENTE, PRODUIT PETROLIER, OCTOGONE TRADING OIL, SONABHY.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0590,0037/CJ,CONTRAT DE PASSAGE DE PRODUITS PETROLIERS ENTRE TOTAL MALI ET SONABHY 2009,"PRODUIT PETROLIER, PASSAGE, TOTAL MALI, SONABHY.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0591,0038/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS ENTRE TRAFIGURA ET SONABHY 2009,"VENTE, PRODUIT PETROLIER, TRAFIGURA, SONABHY, FUEL OIL.",(CONTRAT),"FEVRIER, 2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0592,0039/CJ,CONTRAT DE SUPERVISION ENTRE SGS BENIN SA ET SONABHY,"SUPERVISION, PRODUIT PETROLIER, SGS BENIN, SONABHY, STOCKAGE.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0593,0040/CJ,CONTRAT DE PASSAGE DE PRODUITS PETROLIERS ENTRE SAMPANA SA ET SONABHY 2009,"PASSAGE, STOCKAGE, PRODUIT PETROLIER, SAMPANA SA, SONABHY.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0594,0041/CJ,CONTRAT DE CESSION DE PRODUITS PETROLIERS ENTRE SAMPANA SA ET SONABHY 2009,"GESTION, PRODUIT PETROLIER, SAMPANA SA, SONABHY.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0595,0042/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS : SONABHY ET SEGEN 2009,"VENTE, PRODUIT PETROLIER, APPROVISIONNEMENT, SONABHY, SEGEN.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0596,0043/CJ,CONTRAT DE VENTE DE PRODUITS CIF LOME / COTONOU : SONABHY ET TRAFIGURA 2009,"VENTE, PRODUIT PETROLIER, APPROVISIONNEMENT, SONABHY, TRAFIGURA.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0597,0044/CJ,CONTRAT DE VENTE DE PRODUITS CIF LOME : SONABHY ET TRAFIGURA 2009,"VENTE, PRODUIT PETROLIER, APPROVISIONNEMENT, SONABHY, TRAFIGURA.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0598,0045/CJ,CONVENTION DE CREDIT COURT TERME ET AUTORISATION DE DECOUVERT DU 04 JUIN 2009 + DU 15 MAI 2009 : SONABHY ET BIB,"CONVENTION, CREDIT, SONABHY, BIB.",(CONTRAT),"04, 15. JUIN, MAI, 2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0599,0046/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS SONABHY ET OCTOGONE TRADING OIL 2009,"VENTE, APPROVISIONNEMENT, PRODUIT PETROLIER, OCTOGONE TRADING OIL, SONABHY.",(CONTRAT),"22. JUIN, 2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0600,0047/CJ,CONTRAT D'ABONNEMENT POST PAID 2009 + CONTRAT DU 01 AOUT 2011 : TELMOB ET SONABHY,"ABONNEMENT, COMMUNICATION, TELMOB, SONABHY.",(CONTRAT),2009. 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0601,0048/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS : TRAFIGURA ET SONABHY 2009,"VENTE, APPROVISIONNEMENT, PRODUIT PETROLIER, TRAFIGURA, SONABHY.",(CONTRAT),"26. JUIN, 2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0602,0049/CJ,AVENANT AU CONTRAT DE VENTE DE PRODUITS PETROLIERS : TRAFIGURA ET SONABHY 2009,"VENTE, APPROVISIONNEMENT, PRODUIT PETROLIER, TRAFIGURA, SONABHY.",(CONTRAT),"30. JUIN, 2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0603,0050/CJ,TEXTES JURIDIQUES : RECUEIL D'AVIS JURIDIQUES ET DE REQUETES ADMINISTRATIVES,"AVIS JURIDIQUE, REQUETE ADMINISTRATIVE, TRESOR PUBLIC, CONSEIL JURIDIQUE.",(TEXTE JURIDIQUE),2009. OBSERVATIONS : A NE PAS DIFFUSER AU PUBLIC. USAGE INTERNE. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0604,0051/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS : SONABHY ET PEFAN DU 18 AOUT 2009,"VENTE, PRODUIT PETROLIER, SONABHY, PEFAN.",(CONTRAT),"18. AOUT, 2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0605,0052/CJ,CONTRAT ENREGISTRE RELATIF A L'ASSISTANCE D'OUVRAGE DE PROJET ERP 2009 + CONTRAT N°05/2009 DU 20 JUILLET 2009 : SONABHY ET PERFORMANCE MANAGEMENT CONSULTING,"ERP, ASSISTANCE, PLAN STRATEGIQUE, PERFORMANCE MANAGEMENT CONSULTING, SONABHY.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0606,0053/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SAMPANA SA ET SONABHY 2009,"TRANSPORT, PRODUIT PETROLIER, SAMPANA SA, SONABHY.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
2009,0054/CJ,CONVENTION DE PRET A COURT TERME : BOA ET SONABHY,"PRET, CONVENTION, BOA, SONABHY.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0608,0055/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS 2009 + CONTRAT N°14/217 DU 29 DECEMBRE 2014 + CONTRAT N°15/ + CONTRAT N°15/0238 DU 13 MAI 2015 + CONTRAT DE VENTE N°17/0615 DU 28 DECEMBRE 2017  + CONTRAT DE TRANSPORT N°18/0215 DU 21 FEVRIER 2018 : SONABHY ET PETRO GULMU,"VENTE, TRANSPORT, PRODUIT PETROLIER, SONABHY, PETRO GULMU.",(CONTRAT),2014. 2009. 2015. 2017. 2018. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0609,0056/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS : SONABHY ET EBOMAF,"VENTE, PRODUIT PETROLIER, SONABHY, EBOMAF.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0610,0057/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS : SONABHY ET SOCIETE GENERALE DE L'EST 2009,"VENTE, PRODUIT PETROLIER, SGE, SONABHY.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0611,0058/CJ,JURIDICTION ET CONTENTIEUX : RENOUVELLEMENT CONTRAT DE MAINTENANCE ORACLE JDE 2009 + CONFIRMATION DE RENOUVELLEMENT DU CONTRAT DE MAINTENANCE DES MODULES ORACLE DU 01 JUIN 2012 + CONFIRMATION DE RENOUVELLEMENT DE CONTRAT DU 26 AOUT 2014 + MARCHE N°33-2012/MICA/SONABHY DU 24 DECEMBRE 2012 POUR LA MAINTENANCE ANNUELLE DE JDE EDWARDS ENTERPRISEONE : SONABHY ET SOMAFOR,"ORACLE , SONABHY, SOMAFOR, JDE EDWARDS ENTERPRISEONE, MAINTENANCE.","(CONTRAT, MARCHE)",2009. 2012. 2014. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0612,0059/CJ,JURIDICTION ET CONTENTIEUX : VENTE ET PASSAGE DE PRODUITS PETROLIERS : CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS  DU 14 AOUT 2009 + CONTRAT DE PASSAGE N°15/374 DU 18 NOVEMBRE 2015 + CONTRAT N°17/629 DU 28 DECEMBRE 2017 : SONABHY ET PETRODIS,"VENTE, PASSAGE, PRODUIT PETROLIER, SONABHY, PETRODIS.",(CONTRAT),2009. 2015. 2017. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0613,0060/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS : SONABHY ET ELIKAN 2009,"VENTE, PRODUIT PETROLIER, SONABHY, ELIKAN.",(CONTRAT),2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0614,0061/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS SIGNE ET ENREGISTRE : SONABHY ET ECO OIL 2009,"VENTE, PRODUIT PETROLIER, SONABHY, ECO OIL.",(CONTRAT),"01. SEPTEMBRE, 2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0615,0062/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS : SONABHY ET PETROLUB 2009,"VENTE, PRODUIT PETROLIER, SONABHY, PETROLUB.",(CONTRAT),"01. SEPTEMBRE, 2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0616,0063/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS SIGNE ET ENREGISTRE : SONABHY ET ACCES OIL,"VENTE, PRODUIT PETROLIER, SONABHY, ACCES OIL.",(CONTRAT),"01. SEPTEMBRE, 2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0617,0064/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET TRAORE ZOUMANA 2009,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRAORE ZOUMANA.",(CONTRAT),"29. JUIN, 2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0618,0065/CJ,JURIDICTION ET CONTENTIEUX : AVENANT N°4  2009 AU CONTRAT DE BAIL DE RESIDENCE + AVENANT N°07 AU CONTRAT N°11/109 : SONABHY ET FONDS MONETAIRE INTERNATIONAL,"CONTRAT DE BAIL, LOCATION, RESIDENCE, AVENANT, SONABHY, FONDS MONETAIRE INTERNATIONAL.","(CONTRAT, AVENANT)",2009. 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0619,0066/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS 2009 + AVENANT N°13/0061 DU 27 MAI 2013 + CONTRAT N°15/0263 DU 26 MAI 2015 + CONTRAT + CONTRAT N°18/0250 DU 26 FEVRIER 2018 : SONABHY ET KABORE ABLASSE,"TRANSPORT, PRODUIT PETROLIER, KABORE ABLASSE, SONABHY, STCF.","(CONTRAT, AVENANT)",2009. 2013. 2015. 2018. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0620,0067/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS 2009 + CONTRAT N°15/0082 DU 26 FEVRIER 2015 + AVENANT N°15/0308 DU 13 AOUT 2015 + AVENANT N°13/077 DU 01 JUILLET 2013 + AVENANT N°17/0443 DU 21 SEPTEMBRE 2017 + CONTRAT N°18/0397 DU 20 MARS 2018 : SONABHY ET ILBOUDO KARIM,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ILBOUDO KARIM.","(CONTRAT, AVENANT)",2009. 2013. 2015. 2017. 2018. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0621,0068/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS : SONABHY ET SODIS OIL 2009,"DISTRIBUTION, VENTE, PRODUIT PETROLIER, SODIS OIL, SONABHY.",(CONTRAT),"20. OCTOBRE, 2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0622,0069/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS  2009 + CONTRAT DE FOURNITURE DE 2009 + CONTRAT N°15/0280 DU 08 JUILLET 2015 + CONTRAT DE VENTE N°16/0452 DU 14 OCTOBRE 2016 + AVENANT N°17/373 DU 26 JUILLET 2017 : SONABHY ET SDHL,"TRANSPORT, FOURNITURE, VENTE, PRODUIT PETROLIER, SONABHY, SDHL.","(CONTRAT, AVENANT)","2009, 2015-2017. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0623,0070/CJ,CONTRAT DE PRESTATION DE SERVICE DU 25 AVRIL 2006,"PRESTATION DE SERVICE, EXTINCTEUR, MAINTENANCE, SONABHY, DIACFA MATERIAUX.",(CONTRAT),2006. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0624,0071/CJ,CONVENTIONS DE CESSION N°12 ET N°13 : DON HORS PROJET JAPONAIS 2009,"DON, PRODUIT PETROLIER, PROJET JAPONAIS, COOPERATION INTERNATIONALE, JAPON.",(CONVENTION),"23. OCTOBRE, 2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0625,0072/CJ,CONVENTION D'EMBRANCHEMENT N°26 ET N°31/BF/DC/99 : SONABHY ET SITARAIL 2003,"EMBRANCHEMENT, DEPOT DE BINGO, DEPOT DE BOBO DIOULASSO, SONABHY, SITARAIL.",(CONVENTION),"JUILLET, 2003. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
0626,0073/CJ,AVENANTS 1 ET 2 AU CONTRAT N°19/2005 TRAVAUX SUPPLEMENTAIRES : SONABHY ET FRIEDLANDER 2008,"SPHERE, GAZ BUTANE, SONABHY, FRIEDLANDER, AVENANT.",(CONTRAT),2008. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0627,0074/CJ,ETUDE JURIDIQUE : CAHIERS DE CLAUSES ADMINISTRATIVES GENERALES ET DOSSIERS TYPES D'APPEL D'OFFRES,"MARCHE PUBLIC, CLAUSE ADMINISTRATIVE, APPEL D'OFFRE.",(CAHIER DES CLAUSES),2008-2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
0628,0075/CJ,ETUDE JURIDIQUE : PROCES VERBAL DE L'ASSEMBLEE GENERALE CONSTITUTIVE DE LA SOCIETE DE TRANSPORT TAKANA,"TRANSPORT, TAKANA, ASSEMBLEE GENERALE, CONSTITUTION.",(PROCES VERBAL),1998.
0629,0091/DG,DOSSIER SPECIFIQUE : GESTION FINANCIERE DE L'AS-SONABHY I ET II 2004,"AS SONABHY, CLUB SPORTIF, FINANCES.",(PIECE COMPTABLE),2004.
0630,0092/DG,DOSSIER SPECIFIQUE : GESTION FINANCIERE DE L'AS-SONABHY I ET II 2005,"AS SONABHY, CLUB SPORTIF, FINANCES.",(PIECE COMPTABLE),2005.
0631,0093/DG,DOSSIER SPECIFIQUE : GESTION FINANCIERE DE L'AS-SONABHY I ET II 2006,"AS SONABHY, CLUB SPORTIF, FINANCES.",(PIECE COMPTABLE),2006.
0632,0094/DG,DOSSIER SPECIFIQUE : GESTION FINANCIERE DE L'AS-SONABHY I ET II 2007,"AS SONABHY, CLUB SPORTIF, FINANCES.",(PIECE COMPTABLE),2007.
0633,0095/DG,DOSSIER SPECIFIQUE : GESTION FINANCIERE DE L'AS-SONABHY I ET II 2008,"AS SONABHY, CLUB SPORTIF, FINANCES.",(PIECE COMPTABLE),2008.
0634,0069/CA,19EME SESSION ORDINAIRE DU CONSEIL D'ADMINISTRATION DU CBC : 27 DECEMBRE 2007,"BUDGET, ACTIVITE, SCHEMA DIRECTEUR INFORMATIQUE, CONSEIL D'ADMINISTRATION, CBC.","(CORRESPONDANCE, RAPPORT, ETAT)","27. DECEMBRE, 2007."
