DATE DE VERSEMENT,DATE D'ENTREE,PROVENANCE,COTE DE RANGEMENT,TITRE,CONTENU,ANALYSE DIPLOMATIQUE,DATE EXTREME,PASSAGE GED,DUA,SORT FINAL,ANNEE,MOIS,OBSERVATIONS
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0551/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC FEVRIER 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT BLANC,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0552/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC MARS 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT BLANC,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0553/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC AVRIL 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT BLANC,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0554/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC MAI 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT BLANC,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0555/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC JUIN 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT BLANC,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0556/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC JUILLET 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT BLANC,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0557/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC AOUT 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT BLANC,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0558/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC SEPTEMBRE 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT BLANC,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0559/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC OCTOBRE 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT BLANC,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0560/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC NOVEMBRE 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT BLANC,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0561/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC DECEMBRE 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT BLANC,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
26-12-2017,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0562/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC JANVIER 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT JAUNE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0563/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC FEVRIER 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT JAUNE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0564/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC MARS 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT JAUNE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0565/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC AVRIL 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT JAUNE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0566/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC MAI 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT JAUNE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0567/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC JUIN 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT JAUNE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0568/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC JUILLET 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT JAUNE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0569/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC AOUT 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT JAUNE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0570/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC SEPTEMBRE 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT JAUNE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0571/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC OCTOBRE 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT JAUNE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0572/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC NOVEMBRE 2017,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT JAUNE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0573/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC JANVIER 2017,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON ROSE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0574/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC FEVRIER 2017,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON ROSE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0575/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC MARS 2017,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON ROSE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0576/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC AVRIL 2017,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON ROSE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0577/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC MAI 2017,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON ROSE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0578/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC JUIN 2017,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON ROSE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0579/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC JUILLET 2017,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON ROSE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0580/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC AOUT 2017,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON ROSE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0581/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC SEPTEMBRE 2017,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON ROSE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0582/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC OCTOBRE 2017,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON ROSE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
05-01-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0583/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC NOVEMBRE 2017,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON ROSE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0584/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC APRIL OIL JANVIER-DECEMBRE 2017,SORTIE; PRODUIT BLANC; APRIL OIL; STOCK; DDBO,ETAT DE SORTIE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0585/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC DOUK OIL JANVIER-DECEMBRE 2017,SORTIE; PRODUIT BLANC; DOUK OIL; STOCK; DDBO,ETAT DE SORTIE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0586/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC AMIRA OIL JANVIER-AVRIL 2018,SORTIE; PRODUIT BLANC; AMIRA OIL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0587/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC APRIL OIL JANVIER-MAI 2018,SORTIE; PRODUIT BLANC; APRIL OIL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0588/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC DOUK OIL JANVIER-MAI 2018,SORTIE; PRODUIT BLANC; DOUK OIL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0589/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC FASO AVENIR JANVIER-MARS 2018,SORTIE; PRODUIT BLANC; FASO AVENIR; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0590/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC FASO AVENIR AVRIL-MAI 2018,SORTIE; PRODUIT BLANC; FASO AVENIR; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0591/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC HYDROLUB JANVIER-AVRIL 2018,SORTIE; PRODUIT BLANC; HYDROLUB; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0592/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC HYDROLUB MAI 2018,SORTIE; PRODUIT BLANC; HYDROLUB; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0593/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC ORYX BURKINA JANVIER-AVRIL 2018,SORTIE; PRODUIT BLANC; ORYX BURKINA; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0594/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC PEFAN JANVIER-MAI 2018,SORTIE; PRODUIT BLANC; PEFAN; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0595/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC PETROSAR JANVIER-AVRIL 2018,SORTIE; PRODUIT BLANC; PETROSAR; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0596/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC PRIME OIL FEVRIER-MAI 2018,SORTIE; PRODUIT BLANC; PRIME OIL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0597/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC RICHTIG PETROLEUM JANVIER-AVRIL 2018,SORTIE; PRODUIT BLANC; RICHTIG PETROLEUM; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0598/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC SOBUCOP JANVIER-AVRIL 2018,SORTIE; PRODUIT BLANC; SOBUCOP; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0599/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC SODISER JANVIER-MAI 2018,SORTIE; PRODUIT BLANC; SODISER; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0600/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC SUPER OIL JANVIER-MARS 2018,SORTIE; PRODUIT BLANC; SUPER OIL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0601/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC TOTAL BURKINA JANVIER 2018,SORTIE; PRODUIT BLANC; TOTAL BURKINA; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0602/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC TOTAL BURKINA FEVRIER 2018,SORTIE; PRODUIT BLANC; TOTAL BURKINA; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0603/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC TOTAL BURKINA MARS 2018,SORTIE; PRODUIT BLANC; TOTAL BURKINA; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0604/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC TOTAL BURKINA AVRIL 2018,SORTIE; PRODUIT BLANC; TOTAL BURKINA; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0605/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC VIVO ENERGY FEVRIER-MARS 2018,SORTIE; PRODUIT BLANC; VIVO ENERGY; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0606/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES DDO SONABEL JANVIER-FEVRIER 2018,SORTIE; DDO; SONABEL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0607/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES DDO SONABEL MARS 2018,SORTIE; DDO; SONABEL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0608/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES DDO SONABEL AVRIL 2018,SORTIE; DDO; SONABEL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0609/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES DDO SONABEL MAI 2018,SORTIE; DDO; SONABEL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0610/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES GAZ BUTANE STD SODIGAZ JANVIER-MARS 2018,SORTIE; GAZ BUTANE; STD SODIGAZ; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0611/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES GAZ BUTANE PERSONNEL JANVIER-MARS 2018,SORTIE; GAZ BUTANE; PERSONNEL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0612/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC MARS 2018,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON BLEU,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0613/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC AVRIL 2018,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON BLEU,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0614/LIV,LIVRER LES PRODUITS PETROLIERS : BORDEREAUX DE LIVRAISON PRODUIT BLANC MAI 2018,LIVRAISON; PRODUIT BLANC; STOCK; DDBO,BORDEREAU DE LIVRAISON BLEU,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0615/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC TOTAL BURKINA MAI 2018,SORTIE; PRODUIT BLANC; TOTAL BURKINA; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0616/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC SUPER OIL AVRIL-MAI 2018,SORTIE; PRODUIT BLANC; SUPER OIL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0617/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES DDO SONABEL OCTOBRE 2017,SORTIE; DDO; SONABEL; STOCK; DDBO,ETAT DE SORTIE,2017,DOCUTECH,10 ANS,DESTRUCTION,,,
11-06-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0618/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS RECAPITULATIFS DES SORTIES PRODUIT BLANC JANVIER-AVRIL 2018,RECAPITULATION; SORTIE; PRODUIT BLANC; STOCK; DDBO,ETAT RECAPITULATIF DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
25-07-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0619/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC JANVIER 2018,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
25-07-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0620/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC FEVRIER 2018,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
25-07-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0621/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC MARS 2018,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
25-07-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0622/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC AVRIL 2018,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
25-07-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0623/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC MAI 2018,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
25-07-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0624/LIV,LIVRER LES PRODUITS PETROLIERS : BONS DE CHARGEMENT PRODUIT BLANC JUIN 2018,CHARGEMENT; PRODUIT BLANC; STOCK; DDBO,BON DE CHARGEMENT,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
13-09-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0625/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC AMIRA OIL JUILLET 2018,SORTIE; PRODUIT BLANC; AMIRA OIL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
13-09-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0626/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC ACCESS OIL JANVIER-JUIN 2018,SORTIE; PRODUIT BLANC; ACCESS OIL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
13-09-2018,DECEMBRE 2022,LIVRER LES PRODUITS PETROLIERS,0627/LIV,LIVRER LES PRODUITS PETROLIERS : ETATS DES SORTIES PRODUIT BLANC ACTION'S OIL JANVIER-JUIN 2018,SORTIE; PRODUIT BLANC; ACTION'S OIL; STOCK; DDBO,ETAT DE SORTIE,2018,DOCUTECH,10 ANS,DESTRUCTION,,,
