ID,Code,TITRE/DOSSIER,CONTENU,N° PIECES,DATE,OBSERVATIONS,SORT FINAL,ANA. DIPLOM.,PASSAGE GED,BASE GED
01367,0753/GFC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE BIB/OP N°001-218,"BIB, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01368,0754/GFC,GESTION FINANCIERE ET COMPTABLE BCB/OP N°002-021,"BCB, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01369,0755/GFC,GESTION FINANCIERE ET COMPTABLE BCB/OP N°022-107,"BCB, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01370,0756/GFC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE BCB N°001-260,"BCB, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01371,0757/GFC,GESTION FINANCIERE ET COMPTABLE BANQUE ATHLANTIQUE OP N°016-035,"BAT, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01372,0758/GFC,GESTION FINANCIERE ET COMPTABLE ATHLANTIQUE BANQUE N°055-095,"BAT, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01373,0759/GFC,GESTION FINANCIERE ET COMPTABLE CBI/OP N° 005-020,"CORIS, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01374,0760/GFC,GESTION FINANCIERE ET COMPTABLE CBI/OP N° 022-29,"CORIS, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01375,0761/GFC,GESTION FINANCIERE ET COMPTABLE CBI/OP N°057-075,"CORIS, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01376,0762/GFC,GESTION FINANCIERE ET COMPTABLE CBI/OP N°111-261,"CORIS, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01377,0763/GFC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE CBI/OP N°002-218,"CORIS, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01378,0764/GFC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE CBI/OP N°241-281,"CORIS, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01379,0765/GFC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE CBI/OP N°286-301,"CORIS, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01380,0766/GFC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE CBI/OP N°375-401,"CORIS, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01381,0767/GFC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE CBAO OUAGA N°007-038,"CBAO, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01382,0768/GFC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE CBAO OUAGA N°039-068,"CBAO, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01383,0769/FC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE CBAO OUAGA N°069-119,"CBAO, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01384,0770/FC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE CBAO OUAGA N°402-580,"CBAO, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01385,0771/GFC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE BABF N°001-460,"BABF, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01386,0772/FC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE CBAO OUAGA N°209-221,"CBAO, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01387,0773/GFC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE CBAO OUAGA N°175-208,"CBAO, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01388,0774/GFC,GESTION FINANCIERE ET COMPTABLE CREDIT BANQUE CBAO OUAGA N°209-221,"CBAO, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01389,0775/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°004-037,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01390,0776/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°041-058,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01391,0777/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°060-077,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01392,0778/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°078-092,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01393,0779/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°099-102,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01394,0780/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°108-148,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01395,0781/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°150-161,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01396,0782/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°165-195,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01397,0783/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°0451-0510,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01398,0784/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°0213-0327,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01399,0785/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°0360-0399,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01400,0786/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°196-0199,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01401,0787/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°330-0359,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01402,0788/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°230-0253,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01403,0789/GFC,GESTION FINANCIERE ET COMPTABLE ECO-BANK/OP N°0401-450,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01404,0790/GFC,GESTION FINANCIERE ET COMPTABLE CREDIT ECO-BANK/OP N°001-0433,"ECOBANK, PAIEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01405,0791/GFC,PIECES COMPTABLES LIQUIDATION DOUANIERES N°017-048,"LIQUIDATION DOUANIERE, FISCALITE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,"(PIECE COMPTABLE, BULLETIN DE LIQUIDATION)",OUI,OUI
01406,0793/GFC,PIECES COMPTABLES LIQUIDATION DOUANIERES N°122-148,"LIQUIDATION DOUANIERE, FISCALITE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,"(PIECE COMPTABLE, BULLETIN DE LIQUIDATION)",OUI,OUI
01407,0794/GFC,BULLETIN DE LIQUIDATION DOUANIERES PIECES COMPTABLES LIQUIDATION DOUANIERES N°157-733,"LIQUIDATION DOUANIERE, FISCALITE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,"(PIECE COMPTABLE, BULLETIN DE LIQUIDATION)",OUI,OUI
01408,0795/GFC,BORDEREAU DE TRANSMISSION DES BULLETINS DE LIQUIDATION N°073-697,"LIQUIDATION DOUANIERE, FISCALITE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,"(PIECE COMPTABLE, BORDEREAU DE TRANSMISSION)",OUI,OUI
01409,0797/GFC,BORDEREAU DE TRANSMISSION DES BULLETINS DE LIQUIDATION N°1103-1281,"LIQUIDATION DOUANIERE, FISCALITE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,"(PIECE COMPTABLE, BORDEREAU DE TRANSMISSION )",OUI,OUI
01410,0798/GFC,BORDEREAU DE TRANSMISSION DES BULLETINS DE LIQUIDATION N°1383-1686,"LIQUIDATION DOUANIERE, FISCALITE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,"(PIECE COMPTABLE, BORDEREAU DE TRANSMISSION )",OUI,OUI
01411,0799/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLES-CAISSES OUAGA N°001-052,"CAISSE, ENCAISSEMENT, DECAISSEMENT, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01412,800/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLES-CAISSES OUAGA N°053-138,"ENCAISSEMENT, DECAISSEMENT, CAISSE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01413,0801/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLES-CAISSES OUAGA N°140-264,"ENCAISSEMENT, DECAISSEMENT, CAISSE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01414,0802/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLES-CAISSES OUAGA N°0265-376,"ENCAISSEMENT, DECAISSEMENT, CAISSE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01415,0803/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLES-CAISSES OUAGA N°475-560,"ENCAISSEMENT, DECAISSEMENT, CAISSE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01416,0804/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLES-CAISSES OUAGA N°561-661,"ENCAISSEMENT, DECAISSEMENT, CAISSE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01417,0805/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLES-CAISSES OUAGA N°662-741,"ENCAISSEMENT, DECAISSEMENT, CAISSE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01418,0806/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLES-CAISSES OUAGA N°0742-789,"ENCAISSEMENT, DECAISSEMENT, CAISSE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01419,0807/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLES-CAISSES OUAGA N°790-884,"ENCAISSEMENT, DECAISSEMENT, CAISSE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01420,0808/GFC,GESTION FINANCIERE ET COMPTABLE: ETATS DE RAPROCHEMENT BANCAIRE ET RELEVE DE COMPTE 2011,"RAPPROCHEMENT BANCAIRE, COMPTE, SONABHY, BANQUE, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,"(ETAT DE RAPPROCHEMENT, RELEVE DE COMPTE, PIECE COMPTABLE)",OUI,OUI
01421,0809/GFC,GESTION FINANCIERE ET COMPTABLE: ETAT MENSUEL DES RECEPTIONS ET SORTIES DE PRODUITS PETROLIERS,"PRODUIT PETROLIER, RECEPTION, SORTIE, BINGO, FINANCE, COMPTABILITE",,2011,ETAT MENSUEL DES RECEPTIONS ET SORTIES DE PRODUIT PETROLIER ET RAPPORT D'INVENTAIRE PHYSIQUE,ARCHIVAGE DEFINITIVE,"(PIECE COMPTABLE, ETAT )",OUI,OUI
01422,0810/GFC,GESTION FINANCIERE ET COMPTABLE : REGLEMENT FOURNISSEUR N°001-036,"REGLEMENT, FOURNISSEUR, FINANCE, COMPTABILITE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01423,0811/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLE REGLEMENT FOURNISSEUR N°037-053,"REGLEMENT, FOURNISSEUR, FINANCE, COMPTABILITE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01424,0812/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLE REGLEMENT FOURNISSEUR N°060-76,"REGLEMENT, FOURNISSEUR, FINANCE, COMPTABILITE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01425,0813/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLE REGLEMENT FOURNISSEUR N°077-099,"REGLEMENT, FOURNISSEUR, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01426,0814/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLE REGLEMENT FOURNISSEUR N°125-195,"REGLEMENT, FOURNISSEUR, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01427,0815/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLE REGLEMENT FOURNISSEUR N°0100-0124,"REGLEMENT, FOURNISSEUR, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01428,0816/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLE REGLEMENT FOURNISSEUR N°202-288,"REGLEMENT, FOURNISSEUR, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01429,0817/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLE REGLEMENT FOURNISSEUR N°0302-0678,"REGLEMENT, FOURNISSEUR, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01430,0818/GFC,GESTION FINANCIERE ET COMPTABLE PIECES COMPTABLE REGLEMENT FOURNISSEUR N°839-1667,"REGLEMENT, FOURNISSEUR, COMPTABILITE, FINANCE",,2011,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01431,0819/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°001-023,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01432,0820/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°024-049,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01433,0821/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°050-062,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01434,0822/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°063-070,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01435,0823/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°071-072,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01436,0824/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°073-081,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01437,0825/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°082-099,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01438,0826/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°0100-0105,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01439,0827/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°106-110,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01440,0828/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°111-1216,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01441,0829/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°122-127,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01442,0830/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°128-135,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01443,0831/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°136-140,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01444,0832/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°141-144,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01445,0833/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°145-148,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01446,0834/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°149-158,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01447,0835/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°159-166,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01448,0836/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°167-169,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01449,0837/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°170-185,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01450,0838/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°186-196,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01451,0839/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°197-203,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01452,0840/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°204-217,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01453,0841/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°218-228,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01454,0842/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°229-240,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01455,0843/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°241-249,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01456,0844/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°250-268,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01457,0845/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°269-277,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01458,0846/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°278-296,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01459,0847/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°297-310,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01460,0848/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°311-324,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01461,0849/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°325-340,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01462,0850/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°341-360,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01463,0851/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°361-375,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01464,0852/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°376-402,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01465,0853/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°403-412,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01466,0854/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°413-422,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01467,0855/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°423-429,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01468,0856/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°430-442,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01469,0857/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°443-457,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01470,0858/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°458-470,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01471,0859/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°471--482,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01472,0860/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°483-496,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01473,0861/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°497-520,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01474,0862/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°521-540,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
01475,0863/GFC,GESTION FINANCIERE ET COMPTABLE BICIA 2012 N°541-550,"FINANCE, PAIEMENT, COMPTABILITE, BICIA",,2012,,ARCHIVAGE DEFINITIVE,(PIECE COMPTABLE),OUI,OUI
